race,movement__breadth,movement__ceiling,movement__access,movement__unit_tier_sensitivity,deployment__breadth,deployment__ceiling,deployment__access,deployment__unit_tier_sensitivity,shock__breadth,shock__ceiling,shock__access,shock__unit_tier_sensitivity,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,contact_authority__unit_tier_sensitivity,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,melee_pressure__unit_tier_sensitivity,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,missile_pressure__unit_tier_sensitivity,bombardment__breadth,bombardment__ceiling,bombardment__access,bombardment__unit_tier_sensitivity,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,target_solutions__unit_tier_sensitivity,burst__breadth,burst__ceiling,burst__access,burst__unit_tier_sensitivity,sustain__breadth,sustain__ceiling,sustain__access,sustain__unit_tier_sensitivity,material_durability__breadth,material_durability__ceiling,material_durability__access,material_durability__unit_tier_sensitivity,avoidance__breadth,avoidance__ceiling,avoidance__access,avoidance__unit_tier_sensitivity,morale__breadth,morale__ceiling,morale__access,morale__unit_tier_sensitivity,restoration__breadth,restoration__ceiling,restoration__access,restoration__unit_tier_sensitivity,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,battlefield_control__unit_tier_sensitivity,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,command_magic__breadth,command_magic__ceiling,command_magic__access
khorne,0.6730051537419683,-0.018429674523767228,0.6446957868032062,0.7466181354054824,-0.6195925647020812,-0.9771470487170073,-0.13197115953471597,-0.0901720370073429,0.8579863776274379,-0.1903900224742338,-0.024052481266693047,-0.0366927800955064,-0.06801767631169436,-0.11063614055393745,-0.9900860981129692,-0.08851857624144122,1.052321196469149,0.33601954052651073,-0.008906204743489573,0.46409302825365345,-0.8628570699502393,-0.2813006224915568,-0.8697624892318471,-0.4775921202036191,-0.9200870857725258,-1.050291353890864,-0.6893348835122315,-0.6911265815530601,0.3184051617679245,1.6105236756489614,0.6105049647119675,1.1429393357753677,0.5127427343795515,-0.06855927387474312,-0.09043294029002928,-0.1351643909567998,-0.9734628886325594,0.1939982362625907,-0.3312355412401455,0.3624814984709449,2.1163265378023475,1.8950344597111568,1.777998152187861,2.098286433272198,-0.5933860640022705,-1.0240847644056326,-0.08620563065499587,-0.2776056973496419,-0.11118105968857031,-0.014714295490757956,-0.06243159939127347,0.2752856609756452,-0.04719572121986576,0.30958302096277884,0.2839398050717479,0.8062773933916136,-0.880118201270466,-1.4082520383533799,-1.7439799830900191,-1.8900022667448275,-0.16012815380508655,-0.28045696632626604,0.2872424948107138,1.064514138653328,0.017072205940667693,-2.163330001005743,-1.610632250405944,-2.0980775153578484,-3.7915274732965143
kislev,1.4192160115202652,-0.2088664958457123,-0.058231152134755035,0.024134935292027922,0.47568540065992637,-0.03531856802591637,1.0197771418591515,1.3101466553419825,0.3810363749172817,0.5669338844780968,1.0191190421638106,1.37780796501814,-0.6463245515117292,-0.25227354469994445,-0.3047834562367208,0.6390336534873178,0.19441435567086224,0.34015230886401776,1.9811889412003654,1.0463535100269175,-0.2842642085098275,-0.030957610411931073,-0.08927638251552335,0.5590657426846641,-1.0325930565214427,-1.5632572343487092,-1.4187545156685246,-1.8090928489059623,0.7140739914766439,-0.411796883767347,0.2842772520883991,1.1116301571069553,-0.06226371276612542,-0.9922246371562505,-0.7434983188739713,-0.6665754720303356,-0.2935242450341366,0.5049773699042176,0.26266609503507543,0.330537852952274,-0.30514480151307477,-0.31346569595220747,-0.48264908778325477,-0.38219832022539546,0.44759561425314753,-1.1327578793358941,-0.3984298924110658,-0.28541027384717477,0.14728315824201457,-0.3266329938851559,-0.34747120848030616,-0.33610045837879954,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-0.12181068934802317,0.5389606566537622,0.3905981517587932,0.8094741415619308,-0.16012815380508655,-0.19130953998674394,0.7468304865078541,-0.22083371987184028,0.4268051485166855,-0.6377645992588941,0.8307471607356974,-0.056704797712374445,0.2982100259896133
lizardmen,0.5598611574647654,0.5537876314483653,0.42413044320707016,0.43581313329069843,-0.16070412067164214,1.848338393356263,1.2501268021379237,1.0555432567330125,-0.2647032528144831,0.138684641522951,-0.47840566551967845,0.04333196235071711,0.9507752767276174,0.942165179261162,1.50286984949835,0.9559161406442314,0.9089455987668908,1.002045680049871,0.3937817720310565,0.6333887576193459,0.5169563872624435,0.678794309911207,0.541514358783841,0.6458353948813969,0.2295833028179687,0.6113809266491719,0.20601946360631337,0.13376958130145997,2.519798053125037,0.9780267835743492,-0.07724877697195266,0.09783862512323833,1.1348566258382897,2.216245313551802,1.1887709933297954,1.3192069530994963,0.9869456033182046,1.9241005515153604,2.182230997044672,1.7474260981902776,1.1961593448107133,0.4955312654639035,0.09736462450741741,0.1301096290615669,0.22827588566909304,2.426437131584031,2.451343833083332,1.7833408742758343,-0.144642945045655,-0.6883017765703103,-0.8004450232061556,-0.9805254322076371,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,1.109144998334244,1.373480383085394,2.4895999843601255,2.1370854899095164,-0.16012815380508655,0.3756081997167184,0.7468304865078541,0.21735305007992167,0.4268051485166855,-2.472715756350145,1.644540297782911,1.304210347384608,0.2982100259896133
norsca,0.3730902409610331,0.7192862975971985,0.6446957868032062,0.7466181354054824,-0.3687715518158787,-1.1655127448552245,-1.2837194609285796,-0.8539822328342485,0.33396822322125586,0.461158327997627,0.8181235649484888,0.5775749945006636,0.10831187325280137,1.0250099270583821,0.7599573646653561,0.7723679526250976,1.0982013877338728,0.1919630881449554,0.6337553090851705,0.41529679870139347,-1.2541792437881174,-0.8195310782201792,-0.6032067140506197,-1.1364858281955503,-0.8999967338530764,-0.2991976471690381,-0.520030142147543,-0.4316367331799182,-0.5500024423788752,1.0159175943764085,0.5963142177650219,1.3020402527652326,-0.7682272025314585,-0.36932510867391566,0.352550004757394,-0.1253153465217192,1.1521420761225394,-1.0829490728903235,-0.6645220860992315,-1.2992253497985315,0.19129499435871467,0.260950491259226,0.3276635058635069,0.13372033512051879,0.5850985557135956,1.2221145037505472,1.0275266837256833,1.1297838769994795,0.19339038662285452,1.069119589129286,0.724149942837784,0.5845781405339863,0.9165734911415804,1.1080481710095194,1.0817501492354589,1.1391001674663879,0.48394799274419253,1.7211969357652412,1.0131834410896976,1.1192501228430345,-0.16012815380508655,-0.03071532052855762,0.2872424948107138,-0.6903195448201564,-1.212126621787386,0.48772109258146035,0.4238505922120905,-0.056704797712374445,0.2982100259896133
nurgle,0.3812943169090356,-0.018429674523767228,0.6446957868032062,0.7466181354054824,-0.5397858787837441,-0.9771470487170073,-0.13197115953471597,-0.0901720370073429,0.27066418241511764,-0.5205991579983985,-0.11140272851369472,-0.08726452442936804,-0.7341515302220147,-0.683206648072265,-1.444251864182886,-1.1101492737384526,0.988853598552951,-0.18764946760457318,-0.01302264302495791,0.04515499900666713,-1.3488253914591886,-0.7114538984727387,-1.2177796254481579,-1.1763863488087205,-0.350525608856134,-0.8123315028794742,-1.2051964636842085,-0.718039598189939,0.24155312731643572,-1.937284089659913,-2.166586541957218,-2.751504201209756,-0.3125179940144796,-0.549532835724563,-0.6912276766785723,-0.2883536131921734,-0.2939624319646515,-0.47949462667840476,-0.8871326410129703,-0.2877349807882738,1.104543637027102,0.3628448865435254,0.5258261745269268,0.6635019216563678,-0.5699768916469605,-0.5924646341028827,-0.08620563065499587,-0.24340158982349935,0.13799047948829307,0.3817568689216057,-0.024331079280023423,0.25886839744548173,0.37303825121773604,0.9495741717636009,0.6604345742276567,0.8062773933916136,2.116670794110792,0.46941734611779357,0.21271664052139336,0.2341758906113103,-0.16012815380508655,0.19813088780666294,0.2872424948107138,0.8527238665099764,1.656003976244739,-0.7984632869094158,-0.7968391133587303,-0.056704797712374445,0.2982100259896133
ogre_kingdoms,-0.8620829003655173,-1.472550831617767,-1.1521511933549848,-1.6143924422395204,-0.795717664659791,-0.22368426416413492,-0.4774956499528759,-1.2358873307477012,1.3736647205576602,0.1254410343450697,-0.03706843196338203,-0.27820785163043366,1.9209255954043094,0.40347095917493647,0.7321937169847171,0.5908392527284959,1.5680778293070672,0.30670771494511867,0.6155041199533826,-0.20824317505583453,0.43066936943554635,0.39167286048372324,-0.23511471942221532,-0.05585404436484366,0.3795508521891005,-0.008065993473847954,0.13223933660760387,0.4548842472417344,-0.04059850634754648,0.684496484341592,-1.9637358231253716,-0.5544939479809573,2.61616402958914,1.5146948245049747,2.5280273498326853,1.9566052330060264,-0.6188342222488298,0.6956593694539187,-0.08863577642636834,-0.17877397557368693,-0.10295841192165565,-0.13212883677322493,-1.1053272052095964,-0.9712510263944812,-0.802615632088346,-0.4824974131915004,-1.0689589722575206,-1.512596304638484,0.26332831731289036,0.41819973446792436,0.1408216048553801,0.22127215325736058,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-0.05273091600519165,-0.1564724487059312,-1.263699902749036,-0.7836594764551719,-0.16012815380508655,0.03949524006483009,-0.17234549688642778,1.5319133599352073,1.656003976244739,0.9903063699053779,0.4238505922120905,-0.056704797712374445,0.2982100259896133
skaven,-0.8079548590534126,0.19150424993351983,0.3809981096816908,0.7466181354054824,-0.24716136374984085,0.7181442165269554,0.559077821301607,0.9282415574285311,-1.0954895451393993,-0.07258864220325459,-0.13341355352815448,0.2840731734860771,-1.2827323510893363,-0.19005282982161775,-0.21794819654548425,-0.044434010960062484,-1.071931659087514,-0.6649525194655106,-0.7187062004482643,-0.5787535772804618,0.06065988611294051,0.39056074710732824,1.0918780181892738,1.1562626189232035,0.24247461196628206,0.7036909631866713,0.8271596263142085,0.9701586894304259,-0.34370467350644185,0.9332868000405156,2.1947081610279118,1.7448907404203102,-1.3977072746217492,-0.690345185440548,-0.6912153252069506,-0.5415151669827928,-0.7793859135897018,-0.8076154963705243,0.6209625462968651,-0.20778916203560055,-1.501414273262309,-1.8781371140480327,-1.0891275805172012,-1.0906130688621036,-1.2738126737965993,-0.8603810981855963,-0.6107604289371612,-0.5363270323401242,-0.6529449178508954,-1.4514500242685289,-1.2149859737447963,-1.3322676723548816,-0.06840884250782153,0.30958302096277884,0.0956924204937934,0.35824673598326373,-0.30530383728991867,-0.22601575924190098,0.3905981517587932,0.3226833138344828,1.1208970766356101,-0.5992580342362859,-0.6319334885835681,-1.75935615659136,-1.621859564363404,-0.09621662456549114,-0.38994254483512336,-0.7371623702608655,0.2982100259896133
slaanesh,1.593036334428923,1.2534162393049422,0.7667873109353681,-0.11598010051804684,1.5032652807256888,0.7181442165269554,0.9046023117197654,0.29173306090610845,1.464638164074596,2.3707361665731876,1.673524283220195,1.1799197114546276,-0.9418285552646433,0.5303139666584984,-0.14680079778393407,-0.11306876957064406,0.6776329678072477,0.4894728718386686,-0.33844864796102564,-0.49794979593865896,-1.547582301568438,-1.8873652899592153,-1.177915730248888,-1.2240588860818407,-1.0325930565214427,-1.5632572343487092,-1.4187545156685246,-1.8090928489059623,0.3218298678124473,0.8461071296585417,0.8098519809858018,-0.020995040318381404,-0.46832602674650603,-0.5350444777439649,-0.5035727989930189,-1.1348624945309966,-1.2327866943326806,-1.3971900486896573,-2.176039845441164,-2.0737027138890505,0.44762508047498006,0.6539097171761877,0.3267345067026806,-0.3033442490535203,1.2840295588935513,1.0143947481171192,0.8389837954707768,-0.1589772921289446,1.1436396412021097,0.710336127984802,0.6219231372339898,-0.2709348196261348,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,1.2128321190646463,0.46941734611779357,0.23050479164513152,-0.07560009066979335,-0.16012815380508655,-0.5929211841661426,-0.6319334885835681,1.996391336084075,0.4268051485166855,-0.5458515276092101,-0.7968391133587303,-0.7371623702608655,0.2982100259896133
tomb_kings,-0.9467404771737786,-1.0490556146780117,-0.8266071540091422,-0.6701808091688864,-0.8590126224570929,-0.12950141609502627,0.21355333088344397,0.29173306090610845,-0.6212979032782492,-0.1449649722145622,-0.26147167952392203,0.034920328975131865,0.6373005219462902,1.103967847193754,-0.5691275000653363,0.24785779187772794,-1.0046407118992542,0.645244577884528,-0.5756634711666673,-0.2325266378810015,0.5867811187550716,0.5306661714337574,0.05694972097836524,0.2443252683213614,0.6409332583686961,1.0241495689364961,0.6821268921186171,0.8742214396877502,0.47251693377144155,1.0456752936319098,-1.1990378714881693,0.13395734290470435,-0.6323344822539021,-0.0051046970048576135,-0.00012711214169149263,0.10559472851824189,-0.46424187316296783,0.04045890143190643,-0.5217882258313609,-0.5343372565445367,-0.5920435441508999,-0.6231697046333958,-0.1976599675479534,-0.42012525473094037,-1.1107287730546096,-1.6419638044644216,-0.70952734085739,-0.8246005887842582,-2.19537849050128,-1.90983497799512,-2.007315332362202,-2.0827918768875833,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,1.1189268021767345,-0.1564724487059312,0.42617445400627363,0.2341758906113103,1.1208970766356101,1.3346687713995697,-0.6319334885835681,0.21735305007992167,0.4268051485166855,0.935095903732344,-0.38994254483512336,0.623752774836117,0.2982100259896133
tzeentch,0.4208922157387066,0.9133504869443235,-0.8152986767739505,-0.4925091658220923,0.11153965467881446,0.7181442165269554,-0.8230201403710343,-0.47207713492079567,0.16176861173585919,-0.2663773168709876,-0.7167396606477765,-0.6089265958935964,0.15950432312636526,0.6024484524961952,-1.1801130858110516,-0.9827772728671993,0.48715617375015624,0.659086828832719,0.11989991303058077,0.15387877555036256,0.7269543981806333,0.9066596244833814,0.3920590089837939,0.3784328820979228,-0.553535374622829,-0.5348058446441538,-0.7058506185746891,-0.650424249302149,1.5948578109890648,0.7260277451281361,0.44879193586946764,0.4124926600629075,0.8828920228208781,0.9179396274597184,-0.954171138778505,0.013496719742656968,0.5789144146595526,1.62241286106365,1.1606376561214595,1.280688794913021,0.7455238980423373,-0.06278523921140763,0.30080264409013896,0.34252273645444786,-0.04002343490643864,1.1018402405570025,-0.2890306098886102,-0.28347449400199326,0.2878943288097498,0.3656753025419044,-0.07838163485771439,0.2645895650393257,2.500115887931591,1.6809926298216846,2.0731863746793526,1.6127325767266434,-0.05287018974177011,0.05215748290197706,0.0704114315314716,0.3226833138344828,-0.16012815380508655,1.0394903901388122,-0.17234549688642778,1.611069679668429,1.2462710336687213,-0.07359695796920421,-0.38994254483512336,-0.7371623702608655,0.2982100259896133
vampire_coast,-1.8317141496847482,-0.8089691935114154,0.4039152892114159,0.1673796883968267,-0.49828640210620867,0.7181442165269554,0.9046023117197654,1.3101466553419825,-2.1327267065665914,-1.5943966403233014,-1.6161708937504167,-1.6220952340364474,0.21410960299150006,1.107123549378256,0.21460789981011935,0.6284908119854652,-0.1332229458112865,0.39992484008727713,2.1876925551424593,1.7114328136099795,0.7413698266178214,0.7723966993833403,1.017981135867738,0.6910291554891793,0.15997023341707634,0.8794312535906104,1.4618406940772568,1.1354751667275305,-0.6206818518882128,-1.0021520257590688,-0.6754031520429541,-0.6992135628843861,-2.416746478174369,-1.6439821279048559,-1.7569235467491442,-1.669476734179537,-0.4207316637105031,-0.0655086401425327,-0.6335884974704955,-0.12795996562574072,-0.8607829536494956,-0.963808102666414,-1.316450433635449,-1.2329168269138817,-0.8892780025733816,0.34654662254100194,1.0373701943538092,1.826650539828479,-1.858847529195741,-0.8912826994708929,1.7083050778661037,1.5448192648369168,0.5856732757278812,0.9495741717636013,0.2839398050717479,0.8062773933916136,0.8090392564466281,0.469417346117793,0.5862678141199341,0.6324592951155859,-0.16012815380508655,0.4138727288174836,-0.17234549688642778,-1.1042182480945923,0.017072205940667693,0.1527421985795735,-0.38994254483512336,-0.056704797712374445,0.2982100259896133
vampire_counts,0.0037017214022466048,0.6458320950873054,0.4039152892114159,0.1673796883968267,0.20401243397515886,0.7181442165269554,0.9046023117197654,1.3101466553419825,-0.6575089013840097,0.041107960017784,-0.5181352128133849,-0.5651121103435021,-0.7513926417349879,-0.1425199900130078,0.27930836893402267,0.45518178304374246,-0.3754703556890229,-0.2908279120819717,-1.0102193874176413,-0.5174825369315372,-1.680086908307938,-3.3844516730749574,-3.342810212981707,-3.536130037548353,-1.0325930565214427,-1.5632572343487092,-1.4187545156685246,-1.8090928489059623,-0.5460558763656629,0.30236016588591785,-0.8166900067112292,0.36634930474614535,-0.8422653053033683,-0.9429716331944551,-1.808600734832186,-1.3767480016910185,-0.4207316637105031,-1.080209233649797,-1.4994795138674246,-1.3327396606851103,-0.9780510596125193,-1.3175888821403912,-0.6865984808613376,-0.6272250736149699,-0.23007570904786653,0.31650226755136407,1.0143778087270057,1.826650539828479,-2.19537849050128,-2.848399195480439,-2.7709217302057247,-2.9062905809105097,2.6233077999352634,0.9495741717636013,1.4134241125394744,1.2543080507999635,0.9592877634672862,0.469417346117793,0.7463611742335958,0.6324592951155859,-1.441153384245784,-1.261718280257526,-1.0915214802807092,0.11569371945111283,-1.212126621787386,0.825433412401694,-0.38994254483512336,0.623752774836117,0.2982100259896133
warriors_of_chaos,0.9240334559140695,1.2534162393049422,1.421277940299588,1.49389832639254,0.2941573804913578,-0.03531856802591637,-0.8230201403710328,0.1644313616016256,1.1015231749745826,1.3826341761159469,1.3975008744286723,1.5124285524151455,0.7041655499157027,0.6121733897230056,-0.4937093840816942,-1.0036908691637172,0.9367648492959829,1.0153725656790233,0.673457895652114,0.8737653039214983,-0.9483201468575617,0.009168967702254083,-0.36082742119580735,-0.27647210909418285,-0.41226197009851556,0.748998469953712,-0.0466109176856365,0.4753629894971667,0.6269728221533951,-0.12077150194207524,0.505192724075518,0.31813421729167446,0.9301093727816937,-0.663481731639591,-0.22652952345607769,-0.8303638644809035,-0.1875232084852164,-0.3896609227449208,-0.5245969278591021,-0.5660645582265055,1.7136962601700585,1.8950344597111568,1.881205410653058,2.098286433272198,0.6305915056067202,1.2816300518314008,1.0275266837256833,1.1297838769994795,1.6156802742833438,1.069119589129286,0.784636564662622,0.776992377979768,0.7070452644751102,1.424996169501355,1.2915115206223224,1.2201723816640893,0.5349620869120025,1.7211969357652412,1.1910649523270982,1.1192501228430345,1.1208970766356101,0.06263519902494594,1.2064184782049945,0.5670984536194016,0.017072205940667693,-1.158673409331413,1.2376437292593043,0.623752774836117,0.2982100259896133
wood_elves,0.41276956982492874,1.5517672593759906,0.6331871595284546,0.35997767576462686,2.8796236640250124,1.4716070010798283,0.5590778213016054,0.5463364595150769,0.15874832288495092,-0.2834380286706143,-0.32071127260385845,-0.8862643316358968,-0.815534399251782,-0.5851946780380595,-0.25491291814791905,0.9622580419413139,-1.0266396754031084,-0.9751461359425313,0.13949401183986954,-0.20367645513614122,-0.0412667344559053,-0.34932739197329005,-0.11595068443956183,-0.5011703597342116,-1.0325930565214427,-1.5632572343487092,-1.4187545156685246,-1.8090928489059623,-0.49549567401458716,-0.49730548492132043,0.07960337924501744,0.6895603594710269,0.05397782386935422,-1.0894683460176575,-0.8565461232165398,-1.4214212676636078,-1.006164503474945,-1.4469497752674039,-0.982863435281974,-1.7538859554687336,-0.44900819410696985,0.43443135202126315,0.05040200535530485,0.5211470195623367,1.620761499696848,0.5370317375075636,0.3096635973493952,-0.008057527725260694,0.28006559987119,0.45810209089160464,0.2627732793854038,0.7667908136108259,-0.7325427166768942,-0.9703992806388658,-0.8455445023959787,-0.9858452362417857,-0.6231372175259257,-0.1564724487059312,-0.6589027645418727,-0.385376071950897,-0.16012815380508655,0.034680923751175,0.2872424948107138,-0.7601405136586241,0.017072205940667693,0.6544787227999567,0.4238505922120905,1.304210347384608,0.2982100259896133
