race,movement__breadth,movement__ceiling,movement__access,movement__campaign_access,deployment__breadth,deployment__ceiling,deployment__access,deployment__campaign_access,shock__breadth,shock__ceiling,shock__access,shock__campaign_access,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,contact_authority__campaign_access,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,melee_pressure__campaign_access,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,missile_pressure__campaign_access,bombardment__breadth,bombardment__ceiling,bombardment__access,bombardment__campaign_access,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,target_solutions__campaign_access,burst__breadth,burst__ceiling,burst__access,burst__campaign_access,sustain__breadth,sustain__ceiling,sustain__access,sustain__campaign_access,material_durability__breadth,material_durability__ceiling,material_durability__access,material_durability__campaign_access,avoidance__breadth,avoidance__ceiling,avoidance__access,avoidance__campaign_access,morale__breadth,morale__ceiling,morale__access,morale__campaign_access,restoration__breadth,restoration__ceiling,restoration__access,restoration__campaign_access,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,battlefield_control__campaign_access,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,command_magic__breadth,command_magic__ceiling,command_magic__access
khorne,0.6076555023923444,0.7918384879725086,0.8617268041237112,0.8617268041237113,0.17500000000000002,0.49999999999999994,0.5749999999999998,0.5700000000000001,0.6245989304812833,0.7097869238744486,0.6355809386502159,0.6573168286881449,0.5555555555555556,0.6819109720048687,0.45885377422284046,0.5594740624818872,0.6587878787878787,0.8678590438377866,0.6070502654127784,0.715013229583261,0.0925133689839572,0.6016880326655804,0.4144967163819732,0.5107658726262339,0.00909090909090909,0.1534301635151183,0.1917877043938979,0.2761742943272129,0.5606060606060606,0.6760639212504106,0.5013610314148265,0.5669837854286212,0.5672727272727272,0.5576606390686707,0.434158644977183,0.4804035678736727,0.47792207792207786,0.5649363192662602,0.37903242299314927,0.5003419328986941,0.7313131313131314,0.7986215905059734,0.7068496043978213,0.7829101036435813,0.4927272727272727,0.3723685678582586,0.3963331771321463,0.3963331771321462,0.49818181818181817,0.49207433127572014,0.463937114197531,0.5066967592592593,0.09790209790209792,0.2333333333333333,0.17500000000000002,0.27999999999999997,0.2581818181818182,0.22,0.10666666666666667,0.13599999999999998,0.8333333333333334,0.7882404261532115,0.5833333333333334,0.3333333333333333,0.4666666666666667,0.5300321520205956,0.0,0.0,0.0
kislev,0.6760435571687841,0.7737972508591066,0.7862972508591066,0.7843814432989691,0.34655172413793106,0.5833333333333334,0.6583333333333333,0.68,0.5784989858012171,0.7826267546629239,0.7262141700378774,0.7825234439399023,0.51455938697318,0.6706076237948956,0.4920728762147646,0.5928006723468383,0.5737931034482758,0.8681834318669216,0.7700697644371027,0.7572899495739872,0.15801217038539553,0.6502284974945313,0.5453105803073862,0.6838843600415072,0.0,0.0,0.0,0.0,0.586863711001642,0.5457420931625419,0.4862924080836184,0.5653729351417145,0.523448275862069,0.480406406274164,0.40357065191787217,0.44547497279189197,0.5177339901477832,0.6004352004141894,0.4251083252120178,0.49757897129379425,0.4835249042145594,0.6253822386712516,0.5148044774623515,0.56109167214261,0.5937931034482758,0.365468424293572,0.37906326016448505,0.39584124869686094,0.5227586206896551,0.4643621399176954,0.43930426954732504,0.45359465020576134,0.0,0.0,0.0,0.0,0.3793103448275862,0.4066666666666667,0.30666666666666664,0.38,0.8333333333333334,0.7950123511353386,0.625,0.20689655172413793,0.5333333333333333,0.6866528869367309,0.75,0.6,1.0
lizardmen,0.5972861842105263,0.8460481099656357,0.8380584192439863,0.8284536082474228,0.246875,0.75,0.6749999999999999,0.6599999999999999,0.5160845588235294,0.741437506435337,0.5961056497306129,0.6644003365425577,0.6277777777777778,0.7659295967851002,0.5796963813056667,0.6073159450530342,0.6445833333333333,0.9201365704515156,0.6400366240653799,0.7273054396336869,0.24871323529411768,0.7878464315424276,0.6510346585294946,0.6983746094088306,0.10198863636363636,0.6504430437562801,0.42720494199324016,0.4799506714168265,0.7066964285714286,0.6353047296122414,0.4695933376321026,0.5132135860430072,0.6146875,0.7487588793013854,0.4940734442088451,0.5759965082249826,0.5927083333333334,0.7624309091563072,0.5740314453476548,0.6201325420106478,0.6371527777777777,0.6888416452158211,0.5640774489510825,0.6069050340655473,0.5725,0.5914576817637746,0.5366914833496554,0.5262362183166076,0.495,0.432229938271605,0.4001587148491084,0.39762294238683127,0.0,0.0,0.0,0.0,0.5759375,0.48666666666666664,0.5033333333333333,0.5,0.8333333333333334,0.8380772444468675,0.625,0.25,0.5333333333333333,0.4982693548837838,1.0,1.0,1.0
norsca,0.5801691729323307,0.8617268041237113,0.8617268041237112,0.8617268041237113,0.21428571428571427,0.48333333333333334,0.49166666666666664,0.51,0.5739495798319327,0.7724532033398185,0.7087512033203591,0.7116896448079671,0.5680555555555555,0.7725410073610387,0.5436847214977106,0.5989082478409552,0.6633333333333333,0.8565518074151356,0.6596941594698507,0.7114702370602214,0.048214285714285716,0.4973273944790604,0.4591729644317846,0.4007327689586485,0.010714285714285713,0.37808532017904445,0.2363033251119028,0.34027678816114004,0.5029761904761905,0.6377464788732394,0.5007055536235244,0.5751694922622151,0.46964285714285714,0.5325049552659774,0.4549068880977789,0.4810509260061385,0.6023809523809524,0.4191702666409225,0.3531754842109914,0.35661280787806476,0.5343253968253968,0.6704406407278233,0.5836416592007506,0.6072279230304879,0.6071428571428571,0.5149898356402469,0.4579365403217193,0.4850420201251314,0.5271428571428571,0.5883667695473251,0.5319127229080934,0.5335604423868314,0.2355769230769231,0.3788888888888889,0.29861111111111105,0.33199999999999996,0.4760714285714286,0.52,0.36500000000000005,0.40800000000000003,0.8333333333333334,0.8072116041187302,0.5833333333333334,0.16071428571428573,0.26666666666666666,0.8021998153029538,0.625,0.6,1.0
nurgle,0.5809210526315789,0.7918384879725086,0.8617268041237112,0.8617268041237113,0.1875,0.49999999999999994,0.5749999999999998,0.5700000000000001,0.5678308823529412,0.6780272272168033,0.6279917407161387,0.6528403963092342,0.5083333333333333,0.6362170830193782,0.4368387140400704,0.5126767518692401,0.6525000000000001,0.8267553710465813,0.6067130656021175,0.6845950124616009,0.0375,0.5182831083963885,0.35616708577234196,0.3940695119450099,0.05511363636363637,0.22460491458847176,0.05615122864711794,0.2695258975061661,0.5555059523809524,0.44743706408547307,0.3730857676925752,0.3666155306323538,0.504375,0.5174326030371577,0.4060188815945784,0.4703347444996041,0.5177083333333333,0.488055781284336,0.3359049775570237,0.4441015402354232,0.6277777777777778,0.678433449308514,0.6004758534900924,0.6546038725894506,0.495,0.3997740661400455,0.3963331771321463,0.39848908823135626,0.521875,0.5272985253772291,0.46722972393689993,0.5052708333333333,0.1579326923076923,0.3499999999999999,0.23333333333333336,0.27999999999999997,0.7368750000000001,0.4000000000000001,0.2900000000000001,0.328,0.8333333333333334,0.8245954975066124,0.5833333333333334,0.3125,0.7333333333333333,0.6701549075442619,0.25,0.6,1.0
ogre_kingdoms,0.4669691470054446,0.6540807560137457,0.6689110824742267,0.6089690721649484,0.1474137931034483,0.5666666666666667,0.5499999999999998,0.48,0.6744421906693712,0.7401637289974268,0.6344500817923293,0.6359387666803057,0.696551724137931,0.7229391989798876,0.5423389169033406,0.5905930562800672,0.7098850574712643,0.8655583086999362,0.6581991054695802,0.6661962991943431,0.2389452332657201,0.7321747812662885,0.5208672542890865,0.5811947579782613,0.11410658307210032,0.46516397186443775,0.4078057915410615,0.5592765141134557,0.5367816091954023,0.6163891303927819,0.3824555451708882,0.4796512200776676,0.7275862068965517,0.6900820608859203,0.5568009527871961,0.6178914314164656,0.49868637110016417,0.6222019265600823,0.3978537266554616,0.4535261086887399,0.5042145593869731,0.6396066795739851,0.46190710542362107,0.5084153768460601,0.47241379310344833,0.40675637829871586,0.34197459361365307,0.3184907730980938,0.5337931034482758,0.5305362654320988,0.48150205761316883,0.502005401234568,0.0,0.0,0.0,0.0,0.3903448275862069,0.34,0.1516666666666667,0.23600000000000004,0.8333333333333334,0.812545023924712,0.5416666666666666,0.3793103448275862,0.7333333333333333,0.8537972593734399,0.625,0.6,1.0
skaven,0.4719298245614035,0.8117268041237112,0.8334299828178694,0.8617268041237113,0.23333333333333334,0.65,0.6250000000000001,0.6500000000000001,0.4357843137254902,0.7211171255580554,0.6260793877120915,0.6857098991581966,0.46944444444444444,0.675573137038969,0.4962820958673853,0.5614934214339534,0.44833333333333336,0.7892910411715838,0.5489066937634034,0.6392943111342955,0.19705882352941176,0.7319591471258176,0.7432787051965829,0.7836142937107449,0.10303030303030303,0.6780533479492098,0.5905225175847263,0.6865661825157576,0.5166666666666667,0.6324216078363182,0.5745361796982167,0.5979540514693096,0.4216666666666667,0.5056552316234969,0.4060194601074511,0.4536949382976642,0.48928571428571427,0.4506001371742112,0.4529055752031854,0.45101644378194583,0.3611111111111111,0.5026461539079626,0.4632832860701857,0.497741374111882,0.42666666666666664,0.3827628479864087,0.3673187188694544,0.3800257731958762,0.44666666666666666,0.36442858367626885,0.3643344907407407,0.36707227366255146,0.09487179487179487,0.2333333333333333,0.14583333333333334,0.20999999999999996,0.35,0.3333333333333333,0.30666666666666664,0.336,1.0,0.7640232725599446,0.5,0.05555555555555555,0.2,0.7422503996305196,0.375,0.4,1.0
slaanesh,0.6919736842105263,0.912328178694158,0.8748281786941577,0.769381443298969,0.5075,0.65,0.65,0.6,0.683235294117647,0.9561174523650658,0.7830704590582256,0.7650070739327742,0.4936111111111111,0.7330618829575531,0.4997308680615932,0.5583495044340114,0.6216666666666667,0.8799038573001797,0.5800556545721517,0.6451613052802412,0.015,0.29027879916383426,0.3628484989547928,0.386108353457313,0.0,0.0,0.0,0.0,0.5608333333333333,0.6268035993740219,0.5105689710968141,0.5070996203558801,0.4925,0.5186443914453175,0.41480817939602926,0.4146953967282251,0.4627380952380952,0.3832990397805212,0.23590935758720807,0.2896244855967078,0.5605555555555556,0.7012651808215868,0.583562739430072,0.568143231867034,0.675,0.5018007765430447,0.4475077542732182,0.403810416387736,0.6175,0.5564909122085048,0.5230783822016462,0.45925462962962965,0.0,0.0,0.0,0.0,0.5925,0.4000000000000001,0.2916666666666666,0.3,0.8333333333333334,0.7645046400548913,0.5,0.425,0.5333333333333333,0.6960890558572435,0.25,0.4,1.0
tomb_kings,0.45921052631578946,0.694201030927835,0.703844501718213,0.7100515463917526,0.1375,0.575,0.5999999999999999,0.6,0.48161764705882354,0.7141559302455637,0.6149533921267472,0.6636557684344574,0.6055555555555555,0.778842230336753,0.4792591626577021,0.5748822813423752,0.455,0.8921306439459804,0.5606241003979985,0.6644331275720166,0.2566176470588235,0.7591250039450971,0.5698188981879828,0.6313237257177289,0.13522727272727272,0.7739038092628117,0.5523887823147894,0.6628665387777473,0.5708333333333333,0.6396641163855561,0.4177773309955756,0.515071886048803,0.48,0.5629679016859104,0.43838835020303063,0.49622818669682844,0.5077380952380952,0.5474095015185212,0.36424902061387204,0.42277170738346415,0.45416666666666666,0.6010884112123949,0.5390146995629547,0.5577000394741175,0.4425,0.3331366558554384,0.3618556701030928,0.3618556701030928,0.3,0.3237037037037037,0.295862161351166,0.3018852880658436,0.0,0.0,0.0,0.0,0.5774999999999999,0.34,0.31,0.328,1.0,0.9109305674358775,0.5,0.25,0.5333333333333333,0.8481291288710165,0.375,0.8,1.0
tzeentch,0.5845500848896434,0.8801116838487971,0.7050579896907215,0.7290721649484536,0.28951612903225804,0.65,0.5249999999999999,0.54,0.5573055028462998,0.7024784240170924,0.5753986234719252,0.6066647102950082,0.5716845878136201,0.7388185629552347,0.4496424776367394,0.5185112154407929,0.6027956989247312,0.8932171458103905,0.6176014738982593,0.6924892192662145,0.27248576850094874,0.8320285646718734,0.6259851007943505,0.6537192605214541,0.038709677419354833,0.30761395816205356,0.1874451904631406,0.28622910386407235,0.6453149001536098,0.6190654765354817,0.4938914246797659,0.5294024662377558,0.5954838709677419,0.6401701915590465,0.3937032497184199,0.4901747674684184,0.5688172043010753,0.7279926645650149,0.4947744909822151,0.5797621576168,0.5910394265232974,0.6450461357880548,0.581359791637491,0.6259001688857468,0.5464516129032257,0.5073530831306227,0.38511441235508764,0.39596326238339447,0.5361290322580645,0.5258697702331961,0.4625587277091907,0.5057677469135802,0.4617866004962779,0.4833333333333334,0.4522222222222223,0.40599999999999997,0.3903225806451613,0.36000000000000004,0.27666666666666667,0.336,0.8333333333333334,0.8885078690325545,0.5416666666666666,0.3870967741935484,0.6666666666666666,0.7445726263943226,0.375,0.4,1.0
vampire_coast,0.3781052631578947,0.7169458762886598,0.8358891752577319,0.7997164948453607,0.194,0.65,0.65,0.68,0.33552941176470585,0.5747487935167566,0.4972538915308102,0.5169825971541581,0.5755555555555556,0.779094070596418,0.5172496570644719,0.5923177418419985,0.5413333333333333,0.8728750796962848,0.7869855967078189,0.8055799715991423,0.2741176470588235,0.8059955440594277,0.7308931718407212,0.7059218202650998,0.09636363636363636,0.7306179775280899,0.7574004293413722,0.7274047684297068,0.4982857142857143,0.5076985886512491,0.44196428398925797,0.47220542804150006,0.34400000000000003,0.42589421287873974,0.35610428047495263,0.37955626439414797,0.5102857142857142,0.5353130977507228,0.35557536479370094,0.4579212600935823,0.42666666666666664,0.574368025825991,0.4439718935581081,0.485015798450419,0.464,0.45939610314393126,0.4584810098970877,0.5289660597134824,0.332,0.41419624485596707,0.6169624485596706,0.6169624485596708,0.1883076923076923,0.35,0.17500000000000002,0.27999999999999997,0.528,0.4,0.32499999999999996,0.364,0.8333333333333334,0.8409839410413369,0.5416666666666666,0.12,0.4666666666666667,0.7678095226941315,0.375,0.6,1.0
vampire_counts,0.5463157894736842,0.8547680412371134,0.8358891752577319,0.7997164948453607,0.304,0.65,0.65,0.68,0.47811764705882354,0.732052527426369,0.5926538518508585,0.6105430139676469,0.5071111111111111,0.6793664869877702,0.5203859232210825,0.58437906451052,0.5173333333333333,0.8186567191213122,0.5250272657895246,0.6437430736683475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5032380952380953,0.5917636063293341,0.4354381725883421,0.5270284008578219,0.464,0.48452586683331633,0.35368384674466324,0.3987967426793185,0.5102857142857142,0.419483024691358,0.2883980624142662,0.3537139917695473,0.41466666666666663,0.5466167246678323,0.4974786928863409,0.5391800477974038,0.528,0.4574884522693801,0.457209242647387,0.5289660597134824,0.3,0.24031764403292183,0.22987204218107002,0.2303600823045268,0.4793846153846154,0.35,0.35000000000000003,0.35,0.552,0.4,0.34,0.364,0.6666666666666666,0.7137006634403986,0.4583333333333333,0.24,0.26666666666666666,0.8368707324985805,0.375,0.8,1.0
