race,movement__breadth,movement__ceiling,movement__access,movement__unit_tier_sensitivity,deployment__breadth,deployment__ceiling,deployment__access,deployment__unit_tier_sensitivity,shock__breadth,shock__ceiling,shock__access,shock__unit_tier_sensitivity,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,contact_authority__unit_tier_sensitivity,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,melee_pressure__unit_tier_sensitivity,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,missile_pressure__unit_tier_sensitivity,bombardment__breadth,bombardment__ceiling,bombardment__access,bombardment__unit_tier_sensitivity,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,target_solutions__unit_tier_sensitivity,burst__breadth,burst__ceiling,burst__access,burst__unit_tier_sensitivity,sustain__breadth,sustain__ceiling,sustain__access,sustain__unit_tier_sensitivity,material_durability__breadth,material_durability__ceiling,material_durability__access,material_durability__unit_tier_sensitivity,avoidance__breadth,avoidance__ceiling,avoidance__access,avoidance__unit_tier_sensitivity,morale__breadth,morale__ceiling,morale__access,morale__unit_tier_sensitivity,restoration__breadth,restoration__ceiling,restoration__access,restoration__unit_tier_sensitivity,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,battlefield_control__unit_tier_sensitivity,command_magic__breadth,command_magic__ceiling,command_magic__access
khorne,0.13737660174426397,-0.0026600943868435494,0.06579898820791602,0.07620139435215131,-0.12647380266187258,-0.14103902790365316,-0.013469250067645386,-0.009203144988972983,0.175135735953842,-0.02748043268162945,-0.002454846089635382,-0.003744941186589238,-0.01388405003778681,-0.015968951382729267,-0.10105023924166408,-0.009034389356215877,0.17538686607819154,0.039600282619580617,-0.0007421837286241312,0.038674419021137794,-0.14380951165837325,-0.033151596285962814,-0.07248020743598727,-0.039799343350301594,-0.15334784762875434,-0.12377802309297167,-0.0574445736260193,-0.05759388179608835,0.05306752696132076,0.1898020353854774,0.05087541372599729,0.09524494464794732,0.08545712239659194,-0.008079787911676095,-0.007536078357502441,-0.011263699246399986,-0.16224381477209326,0.02286291139991798,-0.027602961770012126,0.030206791539245412,0.43199334556055724,0.2735246638594634,0.1814661765196504,0.21415546232172292,-0.12112442310700369,-0.14781390360064664,-0.008798325335815314,-0.02833301284150497,-0.022694738774909774,-0.0021238256156312007,-0.006371898430603038,0.02809622512063044,-0.009633786252609633,0.04468446012234949,0.0289794850037959,0.08229034187294647,-0.03268602252303056,-0.040480476251143885,0.04145988292541633,0.21729303863991645,0.0024641606738763054,-0.3122497896066648,-0.17965337553739896,-0.20326367335754078,-0.17799421167492432,-0.19289754859285052,-0.3287689313970957,-0.3028314045681388,-0.5472598518369011
kislev,0.28969625525104525,-0.030147281900303965,-0.005943192077688718,0.002463261518356589,0.09709887580901636,-0.005097796189288732,0.10408056870453075,0.1337162830750781,0.07777872433226393,0.08182985770403735,0.10401340168563633,0.14062193657653746,-0.13193044661974324,-0.03641254973548351,-0.031106831242577227,0.06522109914626853,0.03240239261181038,0.040087334039001325,0.1650990784333638,0.08719612583557647,-0.047377368084971255,-0.0036483893752679553,-0.007439698542960281,0.04658881189038868,-0.17209884275357382,-0.1842316318578167,-0.11822954297237707,-0.15075773740883022,0.119012331912774,-0.04853072816389661,0.023689771007366595,0.09263584642557963,-0.010377285461020904,-0.1169347948989244,-0.06195819323949762,-0.05554795600252797,-0.04892070750568944,0.059512153767503316,0.021888841252922956,0.02754482107935617,-0.062287421780823804,-0.0452448759849301,-0.04926016624536419,-0.03900795271254445,0.0913650721689851,-0.16349951664031204,-0.04066458061162963,-0.029129564094733027,0.03006404878321054,-0.047145411736452036,-0.03546363171187439,-0.034303109389316425,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,-0.03268602252303056,-0.027613153602472525,0.1077956956060822,-0.04507749430722721,0.061604016846906653,-0.09205339076543409,-0.024864502843277576,0.07779227005041679,0.03986525692846797,0.08261660861684034,0.16957555408902827,-0.008184632555895667,0.04304290969503714
lizardmen,0.11428118021605507,0.07993235952264975,0.04328763209324175,0.04447999165690684,-0.03280359126734813,0.2667846672394397,0.12759053245896584,0.10773093251797773,-0.05403232522086824,0.02001740377893563,-0.04882707377415886,0.004422549888031185,0.19407619066967807,0.13598982996688097,0.15338601171184615,0.09756278256120528,0.15149093312781517,0.11809221590365823,0.03281514766925472,0.05278239646827883,0.08615939787707393,0.07999667659484291,0.04512619656532009,0.05381961624011641,0.038263883802994794,0.07205193318695745,0.01716828863385945,0.011147465108454999,0.4199663421875063,0.11526156180791505,-0.006437398080996056,0.008153218760269863,0.18914277097304832,0.2611870149975643,0.09906424944414963,0.10993391275829137,0.16449093388636746,0.2267574246102146,0.181852583087056,0.1456188415158565,0.2441650038206741,0.07152377737686516,0.009937235376702276,0.01327925840931801,0.04659662003926575,0.350226032772936,0.2501892322988509,0.1820114658093601,-0.029525117521273573,-0.09934780399664159,-0.08169507808355507,-0.10007445786377708,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,-0.03268602252303056,0.05421437380406952,0.1077956956060822,0.04436700556111722,0.061604016846906653,-0.3569057768895464,0.22640327472324973,0.19824481722525567,0.2540937343884704,0.21811537445767185,0.3356903825844029,0.1882465487855997,0.04304290969503714
norsca,0.07615672653054625,0.10382003438553797,0.06579898820791602,0.07620139435215131,-0.0752751778002692,-0.1682272742465259,-0.13101906883982112,-0.08715919666027366,0.06817097809966575,0.06656247120211693,0.08349938669460545,0.05894850102989276,0.022109068546197385,0.14794743932729892,0.07756282373751355,0.07882947406706751,0.18303356462231216,0.022623066894134822,0.05281294242376422,0.03460806655844946,-0.20902987396468628,-0.09658266380043529,-0.05026722617088498,-0.0947071523496292,-0.14999945564217942,-0.035260780871381146,-0.04333584517896192,-0.03596972776499319,-0.09166707372981255,0.11972703668504715,0.0496928514804185,0.10850335439710274,-0.12803786708857642,-0.043525381467630735,0.02937916706311617,-0.010442945543476601,0.19202367935375658,-0.12762677218673876,-0.0553768405082693,-0.10826877914987763,0.039047927210619796,0.037664959093419804,0.03344201652904317,0.013647774553301668,0.11943274256147539,0.1763970344302311,0.1048715030092532,0.11530808409466822,0.03947564736546295,0.15431412064492386,0.07390824405075737,0.059663256628885955,0.18709478042152247,0.15993297745185464,0.11040566228360121,0.11625892400881326,-0.03268602252303056,-0.004433374643852095,0.04145988292541633,-0.1409108870233105,-0.1749554078452148,0.07039647602284115,0.09878547035561731,0.2484333785481053,0.10340760193779079,0.1142329873130344,0.08651813984134095,-0.008184632555895667,0.04304290969503714
nurgle,0.07783137652085012,-0.0026600943868435494,0.06579898820791602,0.07620139435215131,-0.11018333111499877,-0.14103902790365316,-0.013469250067645386,-0.009203144988972983,0.055249094880385485,-0.07514201600256698,-0.011369993367181431,-0.00890639822910788,-0.14985805357728332,-0.09861238554416604,-0.14740333863797767,-0.11330413579085562,0.16480893309215852,-0.022114701838206515,-0.001085220252079826,0.003762916583888929,-0.22480423190986482,-0.08384564601861318,-0.10148163545401316,-0.09803219573406007,-0.058420934809355674,-0.09573418570958929,-0.10043303864035072,-0.05983663318249493,0.040258854552739295,-0.22831111948055538,-0.18054887849643483,-0.2292920167674797,-0.0520863323357466,-0.0647630657709186,-0.05760230638988104,-0.024029467766014456,-0.04899373866077526,-0.056508983677802015,-0.0739277200844142,-0.023977915065689488,0.22546402577952607,0.05237214822999591,0.0536669092079427,0.06771838130892505,-0.11634604580938908,-0.08551490399615813,-0.008798325335815314,-0.024842070735407507,0.028167188675692206,0.05510185775921944,-0.002483280380302571,0.02642064517805945,0.07614611416863491,0.13705922592080774,0.06740532147291754,0.08229034187294647,-0.03268602252303056,0.028597730352489102,0.04145988292541633,0.17406153037021663,0.2390235853659977,-0.11524824840879616,0.4320636165852592,0.06775455778584696,0.021710301211518734,0.023900476752480013,-0.16265410290172103,-0.008184632555895667,0.04304290969503714
ogre_kingdoms,-0.17597193515617562,-0.2125444047574813,-0.11759093876076808,-0.16476823867051626,-0.16242518814462859,-0.03228604253216167,-0.04873419569929819,-0.126137222495924,0.2803981369190925,0.018105853736637773,-0.0037832809948066836,-0.02839446995543715,0.3921072952160438,0.05823601672246153,0.0747292083118481,0.060302278716338704,0.26134630488451127,0.036145850846654004,0.051292009996115225,-0.017353597921319547,0.07177822823925774,0.046159089275795546,-0.019592893285184612,-0.004654503697070306,0.0632584753648501,-0.000950586447060721,0.011019944717300325,0.03790702060347787,-0.006766417724591081,0.08066868429604854,-0.16364465192711433,-0.046207828998413115,0.43602733826485673,0.17850849697260587,0.2106689458193905,0.16305043608383557,-0.10313903704147166,0.08198424292280396,-0.007386314702197364,-0.014897831297807248,-0.021016297827945073,-0.019071154869683388,-0.11281198548250433,-0.09912789278420484,-0.16383322984982007,-0.06964250284735272,-0.10910016825003521,-0.15437871388265445,0.05375166768685659,0.060361932317521544,0.014372544860646642,0.022583494573643847,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,-0.03268602252303056,0.005700646870784636,-0.024875929755249725,0.31270050516615044,0.2390235853659977,0.14293841231126778,-0.010763653156856524,-0.022584852595282322,-0.128975831239161,-0.07998191039215748,0.08651813984134095,-0.008184632555895667,0.04304290969503714
skaven,-0.16492309499026359,0.027641257562518767,0.03888545673687842,0.07620139435215131,-0.050451602109794776,0.10365518918220266,0.05706064119566055,0.0947382572394279,-0.22361586701209737,-0.010477268029039618,-0.01361646378814454,0.02899309686058384,-0.2618366447274567,-0.02743176311444029,-0.022244244662343995,-0.0045350272532245165,-0.17865527651458574,-0.07836540594685705,-0.059892183370688704,-0.048229464773371825,0.010109981018823419,0.04602802545747935,0.09098983484910617,0.09635521824360031,0.040412435327713686,0.08293077532149809,0.06892996885951738,0.08084655745253551,-0.057284112251073646,0.10998890418342368,0.18289234675232602,0.14540756170169253,-0.23295121243695824,-0.08135796033074937,-0.057601277100579225,-0.045126263915232744,-0.12989765226495031,-0.09517839901248956,0.0517468788580721,-0.017315763502966715,-0.3064749051686905,-0.27108574209266467,-0.1111586182107977,-0.11131023023012532,-0.2600159232243321,-0.12418531466077998,-0.06233547524914296,-0.054738648520603186,-0.13328182323984777,-0.20949876555668104,-0.1240039866797213,-0.13597399991978762,-0.013963896503214895,0.04468446012234949,0.009766566769235072,0.036563404382356585,0.22880215766121478,-0.08649544684509142,-0.09121174243591561,-0.3591270716227477,-0.23409526401824515,-0.01388767352335087,-0.062319884822833356,-0.0326225648598523,0.03986525692846797,0.03293372780853546,-0.0795966886540337,-0.10640022322664333,0.04304290969503714
slaanesh,0.3251771800887133,0.18091505079233922,0.07825990220968666,-0.011837169441079907,0.30685274048497085,0.10365518918220266,0.09232558682731319,0.029774880846677204,0.2989680133157924,0.34218629098715286,0.17080335691860163,0.12042505127149158,-0.19224994879842033,0.07654422785132557,-0.014982793683505587,-0.011540032970516976,0.11293882796787463,0.057684931147329414,-0.02820405399675214,-0.04149581632822159,-0.25793038359473974,-0.22242813251771262,-0.09815964418740736,-0.10200490717348674,-0.17209884275357382,-0.1842316318578167,-0.11822954297237707,-0.15075773740883022,0.05363831130207456,0.09971468149864006,0.06748766508215016,-0.0017495866931984507,-0.07805433779108435,-0.0630555964081954,-0.041964399916084916,-0.09457187454424973,-0.2054644490554468,-0.16466042633913655,-0.1813366537867637,-0.17280855949075424,0.09137108693632988,0.09438373780934602,0.03334720094923074,-0.030959942774536,0.26210143616168025,0.14641527022249037,0.085628425056957,-0.016225551933553947,0.23344446421373352,0.10252818867678548,0.06347476439392472,-0.02765216923487616,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,-0.03268602252303056,-0.08558080132163853,-0.09121174243591561,0.4075116750265956,0.061604016846906653,-0.07878688160068648,0.24756831961390316,0.06775455778584696,0.023525796783213475,-0.007715901943714045,-0.16265410290172103,-0.10640022322664333,0.04304290969503714
tomb_kings,-0.19325259065956854,-0.1514181353823096,-0.08436523937735788,-0.06840004241122159,-0.175345217302494,-0.01869191936072529,0.021795695564007424,0.029774880846677204,-0.1268219034410639,-0.02092389143278603,-0.02668634154258906,0.003564041151633322,0.13008842429815032,0.1593440334385014,-0.058086332239411426,0.0252968799530576,-0.16744011864987574,0.07604280275766688,-0.047971955930555615,-0.019377219823416794,0.09779685312584527,0.06253960806118547,0.004745810081530437,0.02036043902678012,0.10682220972811604,0.12069718419071267,0.05684390767655144,0.07285178664064587,0.07875282229524028,0.12323401517439296,-0.09991982262401412,0.011163111908725364,-0.10538908037565037,-0.0006015943113395796,-1.0592678474291055e-05,0.008799560709853493,-0.07737364552716132,0.00476812726030986,-0.04348235215261341,-0.04452810471204473,-0.12085038238988575,-0.08994679918022767,-0.020173585961148658,-0.04287885425615036,-0.22672656138428426,-0.236997061126789,-0.07241583098560003,-0.0841604451716671,-0.44812975783414194,-0.27566093466331143,-0.20487076321469255,-0.2125740557828442,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,0.22880215766121478,0.1926428436116322,-0.09121174243591561,0.04436700556111722,0.061604016846906653,0.13496946793449632,0.2283999770714245,-0.022584852595282322,0.04349624807185786,0.023900476752480013,-0.0795966886540337,0.09003095811485205,0.04304290969503714
tzeentch,0.08591426377243722,0.13183078737544526,-0.08321107275260375,-0.05026650624616312,0.022767936670777818,0.10365518918220266,-0.08399914133095085,-0.048181170824623316,0.03302087959593847,-0.03844825390036874,-0.07315193529177604,-0.06214831044788509,0.03255868361896712,0.08695594405538795,-0.12044478745909899,-0.1003042853886929,0.08119269562502605,0.07767412767639216,0.009991659419215065,0.01282323129586355,0.12115906636343891,0.1068508614500413,0.032671584081982834,0.03153607350816024,-0.09225589577047151,-0.06302747322768007,-0.0588208848812241,-0.0542020207751791,0.2658096351648442,0.08556319031828058,0.03739932798912231,0.03437438833857563,0.14714867047014638,0.10818022254943668,-0.07951426156487543,0.0011247266452214142,0.09648573577659211,0.19120318932372915,0.09671980467678831,0.10672406624275178,0.1521794284378698,-0.009062268689960313,0.030700541304202272,0.03495858040063317,-0.008169749439522641,0.15903693987238687,-0.029499063094688208,-0.02893199439160559,0.05876618378541082,0.052780683589641594,-0.007999792108606161,0.02700455940047046,0.5103340186048076,0.24263038683333166,0.21159369831895491,0.16459882935600828,-0.03268602252303056,0.1500375141416681,-0.024875929755249725,0.3288582212713998,0.17988372919296736,-0.010622805873764407,-0.01079208228928886,0.007528284198427441,0.007186336637959157,0.03293372780853546,-0.0795966886540337,-0.10640022322664333,0.04304290969503714
vampire_coast,-0.3738970851136335,-0.11676464540998255,0.041224431578194345,0.017083117911594652,-0.10171228591062438,0.10365518918220266,0.09232558682731319,0.1337162830750781,-0.43534101599121794,-0.23013133237142328,-0.16494975111776533,-0.1655544015662399,0.04370493969658816,0.15979951981492754,0.02190332705438031,0.06414507489132784,-0.022203824301881087,0.04713159439844322,0.1823077129285383,0.142619401134165,0.12356163776963691,0.09102782398334454,0.08483176132231152,0.05758576295743162,0.026661705569512726,0.1036419671668845,0.12182005783977143,0.09462293056062755,-0.10344697531470215,-0.11810474886567889,-0.05628359600357952,-0.05826779690703218,-0.40279107969572825,-0.1937451517985023,-0.1464102955624287,-0.1391230611816281,-0.07012194395175052,-0.007720267278515693,-0.052799041455874635,-0.01066333046881173,-0.17570658464392067,-0.13911371688039917,-0.13435965975302083,-0.1258340467179307,-0.18152311214885095,0.05001969645270078,0.10587615210577699,0.18643174003996732,-0.37943566301356857,-0.1286455766158941,0.17435315690739336,0.15766745598632828,0.11955005679313913,0.1370592259208078,0.0289794850037959,0.08229034187294647,-0.03268602252303056,0.05973738284825479,-0.024875929755249725,-0.22539760604180958,0.0024641606738763054,0.02204643736663301,0.16514444668124542,0.0677545577858469,0.05983570821711224,0.06455010650472945,-0.0795966886540337,-0.008184632555895667,0.04304290969503714
vampire_counts,0.0007556107171203352,0.09321783348748895,0.041224431578194345,0.017083117911594652,0.04164386370186517,0.10365518918220266,0.09232558682731319,0.1337162830750781,-0.13421344247739736,0.005933422945525992,-0.05288195371504857,-0.05767651324204017,-0.15337738072771737,-0.02057098864972821,0.02850679103239118,0.046456796194475215,-0.06257839261483716,-0.03427439813191454,-0.08418494895147012,-0.04312354474429478,-0.2800144847179897,-0.3988614547715765,-0.27856751774847566,-0.29467750312902946,-0.17209884275357382,-0.1842316318578167,-0.11822954297237707,-0.15075773740883022,-0.0910093127276105,0.03563348727643699,-0.06805750055926911,0.030529108728845452,-0.14037755088389475,-0.11113027271639217,-0.1507167279026822,-0.11472900014091822,-0.07012194395175052,-0.12730387903568255,-0.12495662615561873,-0.11106163839042586,-0.1996438365365904,-0.19017757394625326,-0.07007566401168162,-0.06401589100984553,-0.04696400744802633,0.04568316734247676,0.10352950157431988,0.18643174003996732,-0.44812975783414194,-0.4111310105675363,-0.2828060148414142,-0.2966220403119858,0.5354804623420445,0.1370592259208078,0.14425699441116083,0.12801727936353638,-0.29417420270727607,-0.1821133471870386,-0.15754755511658158,0.0236158815916613,-0.1749554078452148,0.11914105071205737,0.1958137947492111,0.0677545577858469,0.07617516836236675,0.06455010650472945,-0.0795966886540337,0.09003095811485205,0.04304290969503714
warriors_of_chaos,0.1886175393541671,0.18091505079233922,0.14505857235032685,0.15247035946914517,0.060044623856462476,-0.005097796189288732,-0.08399914133095068,0.01678220556812724,0.22484747654485004,0.19956605344282963,0.14263183572681482,0.15436159274305458,0.14373719097831586,0.08835961783682575,-0.050389003009329615,-0.1024387703725691,0.15612747488266385,0.1196628044370701,0.056121491304342845,0.07281377532679154,-0.15805335780959365,0.0010805732064573833,-0.030068951766317284,-0.023039342424515243,-0.0687103283497526,0.08827031620043639,-0.003884243140469709,0.039613582458097235,0.10449547035889921,-0.014233057999554283,0.04209939367295983,0.02651118477430621,0.155018228796949,-0.07819207193929133,-0.01887746028800648,-0.06919698870674197,-0.031253868080869406,-0.04592198013939016,-0.04371641065492518,-0.047172046518875466,0.349806784294371,0.2735246638594634,0.19199972322762013,0.21415546232172292,0.1287189520724885,0.18498736385659334,0.1048715030092532,0.11530808409466822,0.3297993549561803,0.15431412064492386,0.08008163403973845,0.079301452503423,0.14432501025126684,0.20568048051394827,0.13181434260211186,0.12453332222139618,0.22880215766121478,0.009040612254449581,0.1741315082867481,0.11575848710741052,0.0024641606738763054,-0.16724010119508823,0.1091986787224028,0.2484333785481053,0.12156255765474011,0.1142329873130344,0.2526329683367156,0.09003095811485205,0.04304290969503714
wood_elves,0.08425623561826566,0.22397831123009404,0.06462439385529024,0.03674006768401593,0.5878007190087485,0.21240817455369423,0.05706064119566039,0.05576023140377742,0.03240436571589329,-0.04091075553788901,-0.0327324571932538,-0.09045397457236327,-0.1664702621545068,-0.08446557622340252,-0.026016940762760656,0.09821005015191142,-0.17110661256718476,-0.11492207422880381,0.011624500986655796,-0.01697303792801177,-0.006877789075984218,-0.04116862795308743,-0.009662557036630154,-0.041764196644517644,-0.17209884275357382,-0.1842316318578167,-0.11822954297237707,-0.15075773740883022,-0.08258261233576454,-0.05860801345152168,0.006633614937084788,0.05746336328925226,0.008996303978225706,-0.12839507589286295,-0.07137884360137832,-0.11845177230530066,-0.16769408391249085,-0.1705246663546554,-0.08190528627349784,-0.14615716295572784,-0.09165341382421843,0.06270476450847234,0.005144133130563419,0.053189344954165343,0.3308365557504426,0.07751385455334109,0.03160490855919516,-0.0008223679798007145,0.057168151182574824,0.0661213413731496,0.026819185522168543,0.07826025970000358,-0.14952965588754805,-0.14006507147456712,-0.08629802440356903,-0.10061740808941305,-0.03268602252303056,0.005005760165871444,0.04145988292541633,-0.15516303260672804,0.0024641606738763054,0.09446586669685937,-0.12719735188968379,-0.022584852595282322,-0.06724898180153321,-0.0393322806399081,0.08651813984134095,0.1882465487855997,0.04304290969503714
