race,movement__breadth,movement__ceiling,movement__access,deployment__breadth,deployment__ceiling,deployment__access,shock__breadth,shock__ceiling,shock__access,contact_authority__breadth,contact_authority__ceiling,contact_authority__access,melee_pressure__breadth,melee_pressure__ceiling,melee_pressure__access,missile_pressure__breadth,missile_pressure__ceiling,missile_pressure__access,bombardment__breadth,bombardment__ceiling,bombardment__access,target_solutions__breadth,target_solutions__ceiling,target_solutions__access,burst__breadth,burst__ceiling,burst__access,sustain__breadth,sustain__ceiling,sustain__access,material_durability__breadth,material_durability__ceiling,material_durability__access,avoidance__breadth,avoidance__ceiling,avoidance__access,morale__breadth,morale__ceiling,morale__access,restoration__breadth,restoration__ceiling,restoration__access,battlefield_control__breadth,battlefield_control__ceiling,battlefield_control__access,role_coverage__breadth,role_coverage__ceiling,role_coverage__access,elite_orientation__breadth,elite_orientation__ceiling,elite_orientation__access,command_magic__breadth,command_magic__ceiling,command_magic__access
kislev,1.4124981493495072,-0.20841057610268293,-0.05864597741859151,0.47568540065992637,-0.03531856802591637,1.0197771418591515,0.3810363749172817,0.567249815094465,1.018748185276752,-0.6088980051663802,-0.02735272281206977,-0.6520197522387567,0.21495268409897206,0.5324472893272156,1.8679954365963813,-0.27474539116298674,0.20444117136377774,0.33678200810594233,-0.4595985574966093,-0.7461023774983194,-0.5554313985696859,1.4834698505369728,-0.3140670713860091,0.3285175997996371,-0.050589881707378645,-0.7849341980052104,-0.6029523165067249,0.13664972709918577,0.4224770219905434,0.5189972196046323,-0.43391378237044503,-0.4672112826608819,-0.5737533389436276,0.475583115067845,-1.035505660692563,-0.22385405468178476,0.14728315824201457,-0.3266329938851559,-0.34747120848030616,0.7468304865078499,-1.0030772088301811,-0.8804519479326482,-0.12181068934802317,0.5389606566537622,0.3905981517587932,-0.16012815380508655,-0.19130953998674394,0.7468304865078541,-0.22083371987184028,0.9857339337275467,-0.2707884146715249,0.8307471607356974,-0.056704797712374445,0.2982100259896133
lizardmen,0.5549833680238422,0.5540199226918462,0.42525643445838895,-0.16070412067164214,1.848338393356263,1.2501268021379237,-0.2647032528144831,0.13905869651471425,-0.4765748764256573,1.0357139608383765,0.655391071367102,1.9537801110260784,1.2432632925965028,0.6843217874254888,0.4149237005631863,0.5268192430660383,0.3986981709464295,0.49432229894039575,0.7781332428413592,0.22758182873433547,0.1728167789541964,1.9910409244342608,0.5708268856775317,0.09300647446672956,1.177583968911776,1.9088578650692423,0.4064893479859212,0.5394060411315779,1.903604734218684,2.448224147858973,1.2082614661829223,0.514972806738375,0.38670216936051316,0.3795046504815965,2.99158403633036,3.249711770982608,-0.144642945045655,-0.6883017765703103,-0.8004450232061556,0.7468304865078499,-1.0030772088301811,-0.8804519479326482,1.109144998334244,1.373480383085394,2.4895999843601255,-0.16012815380508655,0.3756081997167184,0.7468304865078541,0.21735305007992167,0.020117019055664546,-2.7221904994402317,1.644540297782911,1.304210347384608,0.2982100259896133
norsca,0.4269412480455353,0.7189505402143993,0.6442960487586782,-0.3687715518158787,-1.1655127448552245,-1.2837194609285796,0.33396822322125586,0.46234477666010176,0.8187409120248067,0.12655227783914122,0.7897582233079575,0.9668749633936441,0.46798001447453946,0.3098936769770914,0.6539871569970006,-1.245076901097171,-0.012419746491495411,-0.1185988102549469,-0.8465445603955388,-0.17612923812856565,-0.4369795575454182,-0.7950698768990347,1.3940819500472124,0.7316908649938286,-0.7748661884923876,-0.07308877978196274,0.44075352549529834,1.2284669294499428,0.013476365079238155,0.031266165862979395,0.1998927997568263,0.25917415657435366,0.536993697317946,0.19158675171941653,0.1861068256611423,0.8269068565767617,0.19339038662285452,1.069119589129286,0.724149942837784,0.28724249481071146,1.2327744959627924,1.146777716777482,0.48394799274419253,1.7211969357652412,1.0131834410896976,-0.16012815380508655,-0.03071532052855762,0.2872424948107138,-0.6903195448201564,-0.9454998956162181,0.29510773678361096,0.4238505922120905,-0.056704797712374445,0.2982100259896133
nurgle,0.3767988793827012,-0.019297380393136325,0.6442960487586782,-0.5397858787837441,-0.9771470487170073,-0.13197115953471597,0.27066418241511764,-0.521084158109699,-0.11181794313122027,-0.7152203077206165,-0.5886206785207293,-1.2162660975702833,0.9961592872053731,-0.140593964725034,0.05083586902138798,-1.3397636891546154,0.01738520406020294,-0.5984807879147845,-0.9497108367064426,-0.5722756992021236,-1.071750557386742,0.12167050645883222,-2.190294829481994,-1.7495345539470593,-0.30733580300133206,-0.40000781398422425,-0.6771791914524061,-0.40842880524521236,0.024085594240332006,-0.8175345081506245,1.0295632214998163,0.44818570107535805,0.5742163660264445,-0.37487469526974937,-0.44158778008273475,0.1492021230273073,0.13799047948829307,0.3817568689216057,-0.024331079280023423,0.28724249481071146,1.2327744959627924,0.9215299762541338,2.116670794110792,0.46941734611779357,0.21271664052139336,-0.16012815380508655,0.19813088780666294,0.2872424948107138,0.8527238665099764,1.4685423910634878,-0.526874208313167,-0.7968391133587303,-0.056704797712374445,0.2982100259896133
ogre_kingdoms,-0.8639159865947043,-1.4726975008678127,-1.153424202999969,-0.795717664659791,-0.22368426416413492,-0.4774956499528759,1.3736647205576602,0.12468447422711118,-0.03730010049652356,1.4940658195873286,0.5844888472802312,1.201030885225855,1.565735623971885,0.3317821915983399,0.6126056619729884,0.44049517420399836,0.3014920020858375,0.2719858598563018,-0.29432170308486244,-0.04323105852419082,0.045951991938497916,0.14759135151742234,0.8651901829813708,-2.145628872021417,2.697316747102029,1.0224709285854658,1.758037029288588,-0.8173760493086738,0.9827831340404326,0.4673957179269046,0.10012694886642252,-0.021493106196815968,-1.0303843696845076,-0.26899230572572086,-0.8734024928559272,-1.3741551139913635,0.26332831731289036,0.41819973446792436,0.1408216048553801,-0.17234549688643275,-1.0030772088301811,-0.8804519479326482,-0.05273091600519165,-0.1564724487059312,-1.263699902749036,-0.16012815380508655,0.03949524006483009,-0.17234549688642778,1.5319133599352073,1.9513508483994289,1.176242617553051,0.4238505922120905,-0.056704797712374445,0.2982100259896133
skaven,-0.8099038456376947,0.19073782116359073,0.3808127449193651,-0.24716136374984085,0.7181442165269554,0.559077821301607,-1.0954895451393993,-0.07298340244836204,-0.13358525724301423,-1.2574857935493742,-0.4562368055753119,-0.2973145552853809,-1.3776934173052398,-0.6188396668686282,-0.724213935977288,0.07032681142634811,0.3199040097343699,0.6327201037413295,0.9742765336052998,0.8498701891946077,0.866295510605284,-0.2766010041080663,1.3375545752840625,2.2545357507880786,-1.4206750843035107,-0.3527361527886626,-0.03278373937308728,-0.21585283645754774,-1.309008668104517,-0.5380058273898984,-1.5814166869255601,-1.7372256023571027,-0.9758923603702616,-0.872739791125745,-0.5799593455017691,-0.5450989939649241,-0.6529449178508954,-1.4514500242685289,-1.2149859737447963,-0.6319334885835711,0.4874905943651347,0.24578675468409072,-0.30530383728991867,-0.22601575924190098,0.3905981517587932,1.1208970766356101,-0.5992580342362859,-0.6319334885835681,-1.75935615659136,-0.9454998956162181,0.04727233262673239,-0.38994254483512336,-0.7371623702608655,0.2982100259896133
slaanesh,1.5859462837093183,1.2531409752215434,0.7678507052369352,1.5032652807256888,0.7181442165269554,0.9046023117197654,1.464638164074596,2.3717057570492934,1.6753501972187492,-0.9100575578614138,0.2577436327819927,-0.4365878888459598,0.6901225273904156,0.47045021160111006,-0.5664203228638243,-1.538605944075249,-1.5563632303342907,-0.6181694294572015,-1.3937079221629987,-1.7250419940688353,-1.1078815186736095,0.3384779115488916,0.6057054786164936,0.5383811551829994,-0.46718552349056214,-0.4604970703126062,-0.49195294117783983,-1.7388077896199998,-1.4057807023215914,-1.9579805295305068,1.142738776465784,1.1496016408368854,0.9870207061911884,1.1187205922982408,0.39655214657067017,0.37750731503090723,1.1436396412021097,0.710336127984802,0.6219231372339898,-0.6319334885835711,-1.0030772088301811,-0.8804519479326482,1.2128321190646463,0.46941734611779357,0.23050479164513152,-0.16012815380508655,-0.5929211841661426,-0.6319334885835681,1.996391336084075,0.020117019055664546,-0.11346294055718638,-0.7968391133587303,-0.7371623702608655,0.2982100259896133
tomb_kings,-0.9483922924207588,-1.0482796679679343,-0.8264841872412398,-0.8590126224570929,-0.12950141609502627,0.21355333088344397,-0.6212979032782492,-0.1447652330025986,-0.26181722119330236,0.6656650573549431,0.7994267084107117,-0.05937174522946807,-1.3528796259688918,0.6118695812071104,-0.48640365626134047,0.5966739568044958,0.33920810212132774,0.363400769281144,0.16830592064801725,0.7412981892601761,0.7664171783640299,0.47774106226367496,1.0287587567640972,-0.9261985504710896,-0.6354483871634357,-0.5773775512906408,-0.3034634359023803,-0.41645280394469836,0.4177673174564136,-0.1693985133575152,-0.6680701029896866,-0.658442338226215,-0.3478392860705106,-1.3680776529926248,-1.1035613670964808,-0.9174684247729323,-2.19537849050128,-1.90983497799512,-2.007315332362202,-0.6319334885835711,-1.0030772088301811,-0.8804519479326482,1.1189268021767345,-0.1564724487059312,0.42617445400627363,1.1208970766356101,1.3346687713995697,-0.6319334885835681,0.21735305007992167,0.020117019055664546,0.5792772185754133,-0.38994254483512336,0.623752774836117,0.2982100259896133
tzeentch,0.41631199017230774,0.9134980231569806,-0.8150283914221398,0.11153965467881446,0.7181442165269554,-0.8230201403710343,0.16176861173585919,-0.2673478864242007,-0.7165588968204885,0.17872448230841267,0.4392136608644753,-1.3305038923186143,0.5028184250450797,0.4489285435936248,-0.05203127518133854,0.7369074256447907,0.46109084384580773,0.13111007284870216,0.32222951187508614,8.626304847542956e-05,-0.28325024250877556,1.6135933728956124,0.59878989553377,0.39407954081716823,0.9190833598014332,0.8794438511219743,-0.8389294878399481,-0.11490575604465704,1.276172938598142,0.7648528385196877,0.6500696373609632,-0.1698976869072352,0.23180783828321,-0.10706941610044365,1.5719570684287254,-0.5430387532616824,0.2878943288097498,0.3656753025419044,-0.07838163485771439,-0.17234549688643275,0.7073296288311106,1.168759565646897,-0.05287018974177011,0.05215748290197706,0.0704114315314716,-0.16012815380508655,1.0394903901388122,-0.17234549688642778,1.611069679668429,1.9513508483994289,-0.17419973355460705,-0.38994254483512336,-0.7371623702608655,0.2982100259896133
vampire_coast,-1.8314710365284916,-0.8074048863637469,0.40354440259182106,-0.49828640210620867,0.7181442165269554,0.9046023117197654,-2.1327267065665914,-1.5916512354428514,-1.615788632460335,0.23437483374230222,1.5476187094393048,0.5522107028983296,-0.10722730088422928,0.5480382704121841,2.2524540556371115,0.7513290439649887,0.3976862539297086,0.6098991515946137,0.7032421681860367,0.7436870121410218,1.2437400971869899,-0.9408440320628207,-0.8842268288042001,-0.5354406694562972,-2.4661483439242975,-1.9605498209980854,-2.033426934062332,-1.6377054060064753,-0.015624651357965152,-1.027427578797443,-0.9301608618582418,-0.8681104686554679,-1.3353818787194482,-1.1072671053157777,-0.016992999261987215,0.46983662062059506,-1.858847529195741,-0.8912826994708929,1.7083050778661037,-0.17234549688643275,1.2327744959627924,0.47103449520743895,0.8090392564466281,0.469417346117793,0.5862678141199341,-0.16012815380508655,0.4138727288174836,-0.17234549688642778,-1.1042182480945923,0.020117019055664546,-0.34050592377947986,-0.38994254483512336,-0.056704797712374445,0.2982100259896133
vampire_counts,1.4794859123194204e-05,0.645587662568454,0.40354440259182106,0.20401243397515886,0.7181442165269554,0.9046023117197654,-0.6575089013840097,0.040447960386411214,-0.5182070265713674,-0.7159769572357255,-0.1592407760086268,0.39316139750286716,-0.34543969771316896,-0.3184534312982518,-1.0222833514885126,-1.6711674473556715,-4.401962646003237,-4.387500769191239,-1.522092621572123,-3.3527859050770084,-3.184903764528901,-0.8598181989196731,0.29540627246985146,-0.6676536202790313,-0.850824852664713,-0.9181490869421487,-1.8946168332780797,-0.9624056754577293,-1.2464935373935886,-2.066009065807366,-0.9301608618582418,-1.4210713842732927,-0.7604905918604247,-0.33090082385911695,-0.4897415871046939,-0.07475367193611826,-2.19537849050128,-2.848399195480439,-2.7709217302057247,-1.0915214802807125,1.2327744959627924,1.8225209383475256,0.9592877634672862,0.469417346117793,0.7463611742335958,-1.441153384245784,-1.261718280257526,-1.0915214802807092,0.11569371945111283,-1.4283083529521592,1.2538382552246679,-0.38994254483512336,0.623752774836117,0.2982100259896133
warriors_of_chaos,0.9483430212708595,1.2531409752215434,1.4216107807772296,0.2941573804913578,-0.03531856802591637,-0.8230201403710328,1.1015231749745826,1.3833663736719273,1.398379038089123,0.6833664909653131,0.6038258174857414,-0.23798663978072462,0.9449381583000671,0.9612909808172644,0.8032218397607822,-0.9390864704337489,0.2149375912959895,-0.057353554657329164,-0.6552014402407864,0.5513469565182727,-0.08837064816622325,0.6105869577015682,-0.12734632815241953,0.6741335795656432,0.6612562503155882,-0.4091273774383122,-0.03210186519379848,-0.2751862580335625,0.18332318333113248,-0.01015592695136147,1.5014468125819624,1.9081699905049068,1.7626224615764303,0.7161252621420674,1.2631951089319906,1.2215192564586508,1.6156802742833438,1.069119589129286,0.784636564662622,1.206418478204994,1.2327744959627924,1.6110780637557227,0.5349620869120025,1.7211969357652412,1.1910649523270982,1.1208970766356101,0.06263519902494594,1.2064184782049945,0.5670984536194016,0.020117019055664546,-1.1746149243157795,1.2376437292593043,0.623752774836117,0.2982100259896133
wood_elves,0.4082067366770047,1.5525702017616627,0.6329602089167402,2.8796236640250124,1.4716070010798283,0.5590778213016054,0.15874832288495092,-0.2845790969925677,-0.3234871599254647,-1.2667013966180205,-0.2851789922188741,-0.06505207756502215,-0.9857627644029247,-0.8975208111246346,0.1158410783439008,-0.031643575712438234,0.09254889106314933,-0.02828620608218091,-0.5345180107327031,-0.7573298450382935,-0.7547206771637847,-0.818720961436011,-0.07728352018399208,0.42920200921941876,0.068666980821511,-1.034798692896027,-1.05634994043676,-0.22202514314946006,-1.2783708007140697,-0.7556479290053864,-0.47562583948480386,0.26719466246590967,-0.16097254252885806,1.848896812538429,0.6814569396158511,0.4464872259838645,0.28006559987119,0.45810209089160464,0.2627732793854038,0.28724249481071146,-1.0030772088301811,-1.0290942693538463,-0.6231372175259257,-0.1564724487059312,-0.6589027645418727,-0.16012815380508655,0.034680923751175,0.2872424948107138,-0.7601405136586241,0.020117019055664546,0.11677981674306467,0.4238505922120905,1.304210347384608,0.2982100259896133
