faction_a_key,faction_b_key,start_region_a,start_region_b,province_a,province_b,centroid_distance,raster_hops,same_province,neighboring_province,shared_theater_keys,theater,proximity_class,geographic_envelope,geographic_reason,geometry_status_a,geometry_status_b,route_networks_a,route_networks_b,strategic_note,island_or_disconnected,faction_a_name,race_a,subculture_a,faction_b_name,race_b,subculture_b,diplomatic_class,treaty_eligibility_unresolved,diplomacy_evidence_status,evidence_ids,analytical_inference,diplomatic_caveat,single_player_objective_pressure,evidence_note,included,exclusion_reason
wh2_dlc11_vmp_the_barrow_legion,wh_main_emp_empire,wh3_main_combi_region_blackstone_post,wh3_main_combi_region_altdorf,wh3_main_combi_province_northern_grey_mountains,wh3_main_combi_province_reikland,43.298514,2,False,True,,bretonnia <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Barrow Legion,vampire_counts,wh_main_sc_vmp_vampire_counts,Reikland,empire,wh_main_sc_emp_empire,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;vampire_counts_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc11_vmp_the_barrow_legion:long:004:DESTROY_FACTION;wh_main_emp_empire:short:001:DESTROY_FACTION,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_dlc11_vmp_the_barrow_legion,wh_main_emp_wissenland,wh3_main_combi_region_blackstone_post,wh3_main_combi_region_nuln,wh3_main_combi_province_northern_grey_mountains,wh3_main_combi_province_wissenland,65.374195,4,False,False,,bretonnia <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Barrow Legion,vampire_counts,wh_main_sc_vmp_vampire_counts,Wissenland & Nuln,empire,wh_main_sc_emp_empire,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;vampire_counts_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc12_lzd_cult_of_sotek,wh2_main_skv_clan_pestilens,wh3_main_combi_region_xlanzec,wh3_main_combi_region_oyxl,wh3_main_combi_province_the_night_forest_road,wh3_main_combi_province_the_lost_valley,74.538524,3,False,True,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Cult of Sotek,lizardmen,wh2_main_sc_lzd_lizardmen,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,lizardmen_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc12_lzd_cult_of_sotek:short:001:DESTROY_FACTION,Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_dlc13_emp_the_huntmarshals_expedition,wh2_main_lzd_hexoatl,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_hexoatl,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_isthmus_of_lustria,107.457753,,False,False,cai_region_hint_area_lustria,lustria,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,Hexoatl,lizardmen,wh2_main_sc_lzd_lizardmen,Special,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;huntsmarshal_lizards;lizardmen_0,Order-adjacent but distinct territorial/diplomatic ecosystem prior Team exception permits pairing; surrounding Lizardmen diplomacy and Hostility still need coordination. Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc13_emp_the_huntmarshals_expedition:short:002:DESTROY_FACTION,"Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Lizardmen diplomacy disabled except payments/war/peace, with explicit teammate exception. Allied province capitals support the Geomantic Web; Nakai and Oxyotl use documented variants.",False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc13_emp_the_huntmarshals_expedition,wh2_main_skv_clan_pestilens,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_oyxl,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_the_lost_valley,140.054441,5,False,False,cai_region_hint_area_lustria,lustria,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,Clan Pestilens,skaven,wh2_main_sc_skv_skaven,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;skaven_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc13_emp_the_huntmarshals_expedition:short:002:DESTROY_FACTION,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_dlc13_emp_the_huntmarshals_expedition,wh2_twa03_def_rakarth,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_great_turtle_isle,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_the_turtle_isles,111.807031,,False,False,cai_region_hint_area_lustria,lustria,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,The Thousand Maws,dark_elves,wh2_main_sc_def_dark_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dark_elves_0;dark_elves_1;empire_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Har Ganeth Blood Voyage is a forced vassal targeting occupied Ulthuan settlements; not a general alliance ban. Hag Graef gains conditional +25/+50 daemon relations at high possession; not a permanent faction-wide alliance guarantee. Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units); Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc13_emp_the_huntmarshals_expedition,wh3_dlc26_kho_skulltaker,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_hualotal,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_the_gwangee_valley,50.270945,2,False,True,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,Blooded Wanderers,khorne,wh3_main_sc_kho_khorne,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;khorne_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. No bespoke diplomacy override established; absence does not imply zero generic aversion.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc13_emp_the_huntmarshals_expedition,wh3_dlc27_sla_masque_of_slaanesh,wh3_main_combi_region_temple_of_kara,wh3_main_combi_region_the_blood_hall,wh3_main_combi_province_the_creeping_jungle,wh3_main_combi_province_jungles_of_green_mist,75.477477,,False,True,cai_region_hint_area_lustria,lustria,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,True,The Huntsmarshal's Expedition,empire,wh_main_sc_emp_empire,The Accursed Troupe,slaanesh,wh3_main_sc_sla_slaanesh,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,empire_0;slaanesh_0,Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh3_dlc27_sla_masque_of_slaanesh:short:001:DESTROY_FACTION,Reikland Elector politics replaces ordinary confederation/NAP paths; does not establish a general military-alliance ban. N'Kari forced seduction cannot target humans; this does not make third-party vassal diplomacy harmless.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_dlc14_brt_chevaliers_de_lyonesse,wh_main_vmp_vampire_counts,wh3_main_combi_region_copher,wh3_main_combi_region_ka_sabar,wh3_main_combi_province_coast_of_araby,wh3_main_combi_province_shifting_sands,134.664826,6,False,False,cai_region_hint_area_southlands,southlands,Extended,True,Shared atlas theater and either at most six raster borders or at most 75 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Chevaliers de Lyonesse,bretonnia,wh_main_sc_brt_bretonnia,The Drakenhof Conclave,vampire_counts,wh_main_sc_vmp_vampire_counts,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,bretonnia_0;repanse_undead;vampire_counts_0,Opposed surrounding diplomatic ecosystems prior Structural anti-undead ecosystem overrides a neutral Tomb King baseline. Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",wh2_dlc14_brt_chevaliers_de_lyonesse:short:001:DESTROY_FACTION;wh_main_vmp_vampire_counts:short:001:DESTROY_FACTION,Human confederation cooldown exemption is not permission to absorb a human teammate. Repanse has -80 relations with all three undead races. Barrow Legion has +30 WoC/Beastmen/Norsca relations and faction Chaos-attrition immunity.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior Structural anti-undead ecosystem overrides a neutral Tomb King baseline. Partner appears in single-player faction objective(s); not treated as a multiplayer forced-war lock
wh2_dlc15_grn_bonerattlaz,wh2_dlc16_wef_drycha,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_gryphon_wood,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_gryphon_wood,81.103269,4,False,False,,dwarf_empire <-> empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Wargrove of Woe,wood_elves,wh_dlc05_sc_wef_wood_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;wood_elves_0;wood_elves_1,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh2_main_skv_clan_moulder,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_hell_pit,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_black_blood_pass,115.442354,4,False,False,,dwarf_empire <-> kislev,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Clan Moulder,skaven,wh2_main_sc_skv_skaven,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;skaven_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Vermintide war declaration explicitly excludes teammates; this is not blanket protection against all Under-City damage.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc15_grn_bonerattlaz,wh3_dlc20_chs_festus,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_brass_keep,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_dlc20_combi_province_middle_mountains,139.341421,5,False,False,,dwarf_empire <-> empire,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,The Fecundites,warriors_of_chaos,wh_main_sc_chs_chaos,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;warriors_of_chaos_0;warriors_of_chaos_1,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Homeland vassalization is faction/settlement-specific and does not guarantee revival. Only Archaon/Be'lakor have the final-settlement forced WoC confederation route; other WoC do not.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc15_grn_bonerattlaz,wh3_dlc25_dwf_malakai,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_kraka_drak,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_gianthome_mountains,139.776996,5,False,False,,dwarf_empire <-> norsca,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Masters of Innovation,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;greenskins_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units); Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh3_dlc26_kho_arbaal,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_stormvrack_mount,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_the_skull_road,112.866202,4,False,False,,chaos_wastes <-> dwarf_empire,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Challengers of Khorne,khorne,wh3_main_sc_kho_khorne,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;khorne_0,Non-Order pragmatic-alliance prior; not a numeric diplomatic guarantee,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. No bespoke diplomacy override established; absence does not imply zero generic aversion.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc15_grn_bonerattlaz,wh3_main_ksl_the_great_orthodoxy,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_erengrad,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_river_lynsk,125.800226,4,False,False,,dwarf_empire <-> kislev,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,The Great Orthodoxy,kislev,wh3_main_sc_ksl_kislev,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;kislev_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units); Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh3_main_ksl_the_ice_court,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_kislev,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_river_urskoy,71.863557,2,False,True,,dwarf_empire <-> kislev,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,irory_road_bhashiva;ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,The Ice Court,kislev,wh3_main_sc_ksl_kislev,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;kislev_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Old supporter-race forced confederation and intra-Kislev war ban are obsolete; ordinary diplomacy applies.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh_main_dwf_dwarfs,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_karaz_a_karak,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_the_silver_road,98.450668,4,False,False,cai_region_hint_area_dwarf_empire,dwarf_empire,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,ivory_road_combi,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Karaz-a-Karak,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;greenskins_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh_main_dwf_karak_kadrin,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_karak_kadrin,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_peak_pass,33.74148,1,False,True,cai_region_hint_area_dwarf_empire,dwarf_empire,Immediate,True,Same province or adjacent starts within 100 logical units,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Karak Kadrin,dwarfs,wh_main_sc_dwf_dwarfs,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,dwarfs_0;dwarfs_1;greenskins_0,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Grudge accumulation responds to hostile conduct; positive diplomacy reduces it. Different allied Dwarf owners can enable conditional Deeps trade/diplomacy benefits. Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_bonerattlaz,wh_main_grn_greenskins,wh3_main_combi_region_khazid_irkulaz,wh3_main_combi_region_eagle_eyries,wh3_main_combi_province_northern_worlds_edge_mountains,wh3_main_combi_province_gash_kadrak,107.73395,3,False,False,,dwarf_empire <-> mountains_of_mourn,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Bonerattlaz,greenskins,wh_main_sc_grn_greenskins,Grimgor's 'Ardboyz,greenskins,wh_main_sc_grn_greenskins,Clean,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0,Same-race ecosystem prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc15_grn_broken_axe,wh3_main_ogr_disciples_of_the_maw,wh3_main_combi_region_massif_orcal,wh3_main_combi_region_karak_angazhar,wh3_main_combi_province_barrows_of_cuileux,wh3_main_combi_province_eastern_border_princes,106.446065,5,False,False,,border_princes <-> bretonnia,Extended,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units),exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Broken Axe,greenskins,wh_main_sc_grn_greenskins,Disciples of the Maw,ogre_kingdoms,wh3_main_sc_ogr_ogre_kingdoms,Workable,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;ogre_kingdoms_0,Ogre mercenary-neutral ecosystem prior; faction restrictions take precedence,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Ogre trespass diplomacy immunity is official-source-only in the guide; battle confederation requires an AI loser.,False,Extended requires shared atlas theater AND (at most six raster borders OR at most 75 logical units)
wh2_dlc15_grn_broken_axe,wh_dlc05_wef_argwylon,wh3_main_combi_region_massif_orcal,wh3_main_combi_region_waterfall_palace,wh3_main_combi_province_barrows_of_cuileux,wh3_main_combi_province_argwylon,38.279083,2,False,False,,athel_loren <-> bretonnia,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Broken Axe,greenskins,wh_main_sc_grn_greenskins,Argwylon,wood_elves,wh_dlc05_sc_wef_wood_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;wood_elves_0;wood_elves_1,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
wh2_dlc15_grn_broken_axe,wh_dlc05_wef_wood_elves,wh3_main_combi_region_massif_orcal,wh3_main_combi_region_kings_glade,wh3_main_combi_province_barrows_of_cuileux,wh3_main_combi_province_talsyn,52.977274,3,False,False,,athel_loren <-> bretonnia,Regional,True,Within 100 units with neighboring provinces or at most four raster borders,exact_raster_mask_and_derived_centroid,exact_raster_mask_and_derived_centroid,,,Caravan/convoy links are context only; portal nodes lack general traversal eligibility; no shortcut inferred,False,Broken Axe,greenskins,wh_main_sc_grn_greenskins,Talsyn,wood_elves,wh_dlc05_sc_wef_wood_elves,Conflict,False,Partial: guide evidence plus analytical prior; generic modifier matrix unmeasured,greenskins_0;wood_elves_0;wood_elves_1,Opposed surrounding diplomatic ecosystems prior,"Generic numeric aversion, opening treaties, all faction/lord/technology modifiers and multiplayer runtime behavior are not exhaustively exported; classes are analytical, not verified team legality.",,Leader-defeat confederation requires an AI loser; it cannot consume the human teammate. Rebirth completion is global and one-time in co-op; Ariel is globally unique. Drycha can confederate only Argwylon; not a general ban on Wood Elf alliances.,False,Diplomatic Conflict: Opposed surrounding diplomatic ecosystems prior
