faction_key,faction_name,previous_capital_proxy,human_start_region,primary_world_x,primary_world_y,position_kind,nearest_land_anchor,script_rule_indexes
wh2_main_hef_yvresse,Yvresse,wh3_main_combi_region_tor_yvresse,,382.7831160052225,314.33671878593975,maritime_point_no_distinct_region,wh3_main_combi_region_gronti_mingol,[5]
wh2_main_lzd_hexoatl,Hexoatl,wh3_main_combi_region_hexoatl,wh3_main_combi_region_hexoatl,38.07789993286133,380.6752624511719,land_raster_point,wh3_main_combi_region_hexoatl,[]
wh2_main_lzd_itza,Itza,wh3_main_combi_region_itza,wh3_main_combi_region_itza,100.87303924560547,186.28790283203125,land_raster_point,wh3_main_combi_region_itza,[]
wh2_main_lzd_last_defenders,Last Defenders,wh3_main_combi_region_the_golden_tower,wh3_main_combi_region_teotiqua,482.3200988769531,144.24777221679688,land_raster_point,wh3_main_combi_region_teotiqua,[]
wh2_main_lzd_tlaqua,Tlaqua,wh3_main_combi_region_tlaqua,wh3_main_combi_region_deaths_head_monoliths,345.3732604980469,160.83241271972656,land_raster_point,wh3_main_combi_region_deaths_head_monoliths,[]
wh2_main_skv_clan_eshin,Clan Eshin,wh3_main_combi_region_xing_po,wh3_main_combi_region_village_of_the_moon,822.3490600585938,421.5583190917969,land_raster_point,wh3_main_combi_region_village_of_the_moon,[]
wh2_main_skv_clan_mors,Clan Mors,wh3_main_combi_region_misty_mountain,wh3_main_combi_region_kradtommen,507.0373229980469,295.05224609375,land_raster_point,wh3_main_combi_region_kradtommen,[]
wh2_main_skv_clan_moulder,Clan Moulder,wh3_main_combi_region_hell_pit,wh3_main_combi_region_hell_pit,458.9389343261719,620.573974609375,land_raster_point,wh3_main_combi_region_hell_pit,[]
wh2_main_skv_clan_pestilens,Clan Pestilens,wh3_main_combi_region_oyxl,wh3_main_combi_region_oyxl,124.9222412109375,129.20590209960938,land_raster_point,wh3_main_combi_region_oyxl,[]
wh2_main_skv_clan_skryre,Clan Skryre,wh3_main_combi_region_skavenblight,wh3_main_combi_region_tobaro,308.63140869140625,346.34893798828125,land_raster_point,wh3_main_combi_region_tobaro,[]
wh2_twa03_def_rakarth,The Thousand Maws,wh3_main_combi_region_great_turtle_isle,wh3_main_combi_region_great_turtle_isle,24.717233657836914,203.2582244873047,land_raster_point,wh3_main_combi_region_great_turtle_isle,[]
wh3_cp1_cth_tiger_warriors,Claws of the White Tiger,wh3_main_combi_region_vale_of_titans,wh3_main_combi_region_vale_of_titans,711.4555053710938,433.1289978027344,land_raster_point,wh3_main_combi_region_vale_of_titans,[]
wh3_dlc20_chs_azazel,The Ecstatic Legions,,wh3_main_combi_region_bay_of_blades,411.508544921875,636.38720703125,land_raster_point,wh3_main_combi_region_bay_of_blades,[]
wh3_dlc20_chs_festus,The Fecundites,wh3_main_combi_region_brass_keep,wh3_main_combi_region_hergig,394.1396789550781,553.8497314453125,land_raster_point,wh3_main_combi_region_hergig,[]
wh3_dlc20_chs_kholek,Heralds of the Tempest,,wh3_main_combi_region_the_challenge_stone,685.4022216796875,574.6769409179688,land_raster_point,wh3_main_combi_region_the_challenge_stone,[]
wh3_dlc20_chs_sigvald,The Decadent Host,,wh3_main_combi_region_fortress_of_the_damned,247.8403778076172,683.8269653320312,land_raster_point,wh3_main_combi_region_fortress_of_the_damned,[]
wh3_dlc20_chs_valkia,Legion of the Gorequeen,,wh3_main_combi_region_dagraks_end,75.4877700805664,692.3121337890625,land_raster_point,wh3_main_combi_region_dagraks_end,[]
wh3_dlc20_chs_vilitch,Puppets of Misrule,,wh3_main_combi_region_red_fortress,891.8245239257812,511.8096008300781,land_raster_point,wh3_main_combi_region_red_fortress,[]
wh3_dlc23_chd_astragoth,Disciples of Hashut,wh3_main_combi_region_uzkulak,wh3_main_combi_region_uzkulak,573.8406372070312,548.8357543945312,land_raster_point,wh3_main_combi_region_uzkulak,[]
wh3_dlc23_chd_legion_of_azgorh,The Legion of Azgorh,wh3_main_combi_region_black_fortress,wh3_main_combi_region_black_fortress,632.6275634765625,377.5897521972656,land_raster_point,wh3_main_combi_region_black_fortress,[]
wh3_dlc23_chd_zhatan,The Warhost of Zharr,wh3_main_combi_region_the_volary,wh3_main_combi_region_fortress_of_eyes,762.8941040039062,546.1359252929688,land_raster_point,wh3_main_combi_region_fortress_of_eyes,[]
wh3_dlc24_cth_the_celestial_court,The Jade Court,wh3_main_combi_region_shang_wu,wh3_main_combi_region_isle_of_the_crimson_skull,30.729534149169922,310.0941467285156,land_raster_point,wh3_main_combi_region_isle_of_the_crimson_skull,[]
wh3_dlc24_ksl_daughters_of_the_forest,Daughters of the Forest,wh3_main_combi_region_bleak_hold_fortress,wh3_main_combi_region_bleak_hold_fortress,64.79923248291016,474.783447265625,land_raster_point,wh3_main_combi_region_bleak_hold_fortress,[]
wh3_dlc24_tze_the_deceivers,The Deceivers,,wh3_main_combi_region_niedling,424.8692321777344,489.8253173828125,land_raster_point,wh3_main_combi_region_niedling,[]
wh3_dlc25_dwf_malakai,Masters of Innovation,wh3_main_combi_region_kraka_drak,wh3_main_combi_region_kraka_drak,484.9922180175781,649.5006713867188,land_raster_point,wh3_main_combi_region_kraka_drak,[]
wh3_dlc25_nur_epidemius,Tallymen of Pestilence,wh3_main_combi_region_the_forest_of_decay,wh3_main_combi_region_bilious_cliffs,420.86102294921875,712.7537231445312,land_raster_point,wh3_main_combi_region_bilious_cliffs,[]
wh3_dlc25_nur_tamurkhan,The Maggot Host,wh3_main_combi_region_zanbaijin,wh3_main_combi_region_zanbaijin,660.6849975585938,639.8583984375,land_raster_point,wh3_main_combi_region_zanbaijin,[]
wh3_dlc26_grn_gorbad_ironclaw,Ironclaw Orcs,wh3_main_combi_region_black_crag,wh3_main_combi_region_iron_rock,486.3282775878906,362.5478820800781,land_raster_point,wh3_main_combi_region_iron_rock,[]
wh3_dlc26_kho_arbaal,Challengers of Khorne,wh3_main_combi_region_stormvrack_mount,wh3_main_combi_region_pillar_of_skulls,571.1685180664062,621.3453369140625,land_raster_point,wh3_main_combi_region_pillar_of_skulls,[]
wh3_dlc26_kho_skulltaker,Blooded Wanderers,wh3_main_combi_region_hualotal,wh3_main_combi_region_hualotal,71.47956848144531,235.6561279296875,land_raster_point,wh3_main_combi_region_hualotal,[]
wh3_dlc26_ogr_golgfag,The Maneaters,,wh3_main_combi_region_norden,412.8446044921875,592.4186401367188,land_raster_point,wh3_main_combi_region_norden,[]
wh3_dlc27_hef_aislinn,High Elf Sea Patrol,,,599.8939819335938,67.10992431640625,maritime_point_no_distinct_region,wh3_main_combi_region_tor_elasor,[]
wh3_dlc27_nor_sayl,Dolgan,wh3_main_combi_region_dark_tower,wh3_main_combi_region_dark_tower,841.0540161132812,569.6629638671875,land_raster_point,wh3_main_combi_region_dark_tower,[]
wh3_dlc27_sla_masque_of_slaanesh,The Accursed Troupe,wh3_main_combi_region_the_blood_hall,wh3_main_combi_region_pillars_of_unseen_constellations,45.42626953125,245.29835510253906,land_raster_point,wh3_main_combi_region_pillars_of_unseen_constellations,[]
wh3_dlc27_sla_the_tormentors,The Tormentors,wh3_main_combi_region_hidden_landing,wh3_main_combi_region_hidden_landing,899.8409423828125,253.3978271484375,land_raster_point,wh3_main_combi_region_hidden_landing,[]
wh3_main_chs_shadow_legion,Shadow Legion,,wh3_main_combi_region_isle_of_wights,237.15184020996094,564.2633056640625,land_raster_point,wh3_main_combi_region_isle_of_wights,[]
wh3_main_cth_the_northern_provinces,The Northern Provinces,wh3_main_combi_region_nan_gau,wh3_main_combi_region_nan_gau,761.5580444335938,497.5390930175781,land_raster_point,wh3_main_combi_region_nan_gau,[]
wh3_main_cth_the_western_provinces,The Western Provinces,wh3_main_combi_region_qiang,wh3_main_combi_region_qiang,739.512939453125,384.53216552734375,land_raster_point,wh3_main_combi_region_qiang,[]
wh3_main_dae_daemon_prince,Legion of Chaos,,wh3_main_combi_region_volcanos_heart,456.934814453125,726.6384887695312,land_raster_point,wh3_main_combi_region_volcanos_heart,[]
wh3_main_dwf_the_ancestral_throng,The Ancestral Throng,wh3_main_combi_region_drackla_spire,wh3_main_combi_region_eldar_spire,11.3565673828125,614.4029541015625,land_raster_point,wh3_main_combi_region_eldar_spire,[]
wh3_main_emp_cult_of_sigmar,Cult of Sigmar,wh3_main_combi_region_sudenburg,wh3_main_combi_region_sudenburg,372.7626037597656,188.9877166748047,land_raster_point,wh3_main_combi_region_sudenburg,[]
wh3_main_kho_exiles_of_khorne,Exiles of Khorne,wh3_main_combi_region_deff_gorge,wh3_main_combi_region_agrul_migdhal,451.5905456542969,251.46937561035156,land_raster_point,wh3_main_combi_region_agrul_migdhal,[]
wh3_main_ksl_the_great_orthodoxy,The Great Orthodoxy,wh3_main_combi_region_erengrad,wh3_main_combi_region_erengrad,420.86102294921875,607.0748291015625,land_raster_point,wh3_main_combi_region_erengrad,[]
wh3_main_ksl_the_ice_court,The Ice Court,wh3_main_combi_region_kislev,wh3_main_combi_region_zavastra,462.2790832519531,560.020751953125,land_raster_point,wh3_main_combi_region_zavastra,[]
wh3_main_ksl_ursun_revivalists,Ursun Revivalists,,wh3_main_combi_region_the_tower_of_torment,513.7176513671875,667.6280517578125,land_raster_point,wh3_main_combi_region_the_tower_of_torment,[]
wh3_main_nur_poxmakers_of_nurgle,Poxmakers of Nurgle,wh3_main_combi_region_dragon_fang_mount,wh3_main_combi_region_shattered_stone_isle,666.0292358398438,287.3384704589844,land_raster_point,wh3_main_combi_region_shattered_stone_isle,[]
wh3_main_ogr_disciples_of_the_maw,Disciples of the Maw,wh3_main_combi_region_karak_angazhar,wh3_main_combi_region_matorca,421.529052734375,403.8166198730469,land_raster_point,wh3_main_combi_region_matorca,[]
wh3_main_ogr_goldtooth,Goldtooth,wh3_main_combi_region_great_hall_of_greasus,wh3_main_combi_region_great_hall_of_greasus,690.7465209960938,388.00335693359375,land_raster_point,wh3_main_combi_region_great_hall_of_greasus,[]
wh3_main_sla_seducers_of_slaanesh,Seducers of Slaanesh,wh3_main_combi_region_shrine_of_kurnous,wh3_main_combi_region_tor_achare,187.04934692382812,484.4256591796875,land_raster_point,wh3_main_combi_region_tor_achare,[]
wh3_main_tze_oracles_of_tzeentch,Oracles of Tzeentch,wh3_main_combi_region_fateweavers_crevasse,wh3_main_combi_region_the_lost_palace,374.7667236328125,25.069799423217773,land_raster_point,wh3_main_combi_region_the_lost_palace,[]
wh3_main_vmp_caravan_of_blue_roses,Caravan of Blue Roses,wh3_main_combi_region_the_haunted_forest,wh3_main_combi_region_gnobbly_gorge,703.4391479492188,339.7922058105469,land_raster_point,wh3_main_combi_region_gnobbly_gorge,[]
wh_dlc03_bst_beastmen,Warherd of the One-Eye,,wh3_main_combi_region_the_black_pit,344.70521441307994,559.2493769811199,land_raster_point,wh3_main_combi_region_the_black_pit,"[3, 3]"
wh_dlc05_bst_morghur_herd,Warherd of the Shadowgave,,wh3_main_combi_region_montenas,270.5534973144531,349.82012939453125,land_raster_point,wh3_main_combi_region_montenas,[]
wh_dlc05_wef_argwylon,Argwylon,wh3_main_combi_region_waterfall_palace,wh3_main_combi_region_karak_norn,350.717529296875,450.8706970214844,land_raster_point,wh3_main_combi_region_karak_norn,[]
wh_dlc05_wef_wood_elves,Talsyn,wh3_main_combi_region_kings_glade,wh3_main_combi_region_castle_carcassonne,314.64371315612533,399.1883483968683,land_raster_point,wh3_main_combi_region_castle_carcassonne,[9]
wh_dlc08_nor_norsca,World Walkers,wh3_main_combi_region_troll_fjord,,102.2091064453125,364.476318359375,maritime_point_no_distinct_region,wh3_main_combi_region_monument_of_the_moon,[]
wh_dlc08_nor_wintertooth,Wintertooth,wh3_main_combi_region_monolith_of_flesh,wh3_main_combi_region_monolith_of_flesh,420.86102294921875,681.127197265625,land_raster_point,wh3_main_combi_region_monolith_of_flesh,[]
wh_main_brt_bordeleaux,Bordeleaux Errant,wh3_main_combi_region_temple_of_tlencan,wh3_main_combi_region_temple_of_tlencan,140.9550323486328,251.85507202148438,land_raster_point,wh3_main_combi_region_temple_of_tlencan,[]
wh_main_brt_bretonnia,Couronne,wh3_main_combi_region_couronne,wh3_main_combi_region_languille,268.5494079589844,517.594970703125,land_raster_point,wh3_main_combi_region_languille,[]
wh_main_brt_carcassonne,Carcassonne,wh3_main_combi_region_castle_carcassonne,wh3_main_combi_region_castle_carcassonne,297.27484130859375,399.959716796875,land_raster_point,wh3_main_combi_region_castle_carcassonne,[]
wh_main_chs_chaos,Warhost of the Apocalypse,,wh3_main_combi_region_the_writhing_fortress,603.234130859375,672.25634765625,land_raster_point,wh3_main_combi_region_the_writhing_fortress,[]
wh_main_dwf_dwarfs,Karaz-a-Karak,wh3_main_combi_region_karaz_a_karak,wh3_main_combi_region_karaz_a_karak,497.0168151855469,418.8584899902344,land_raster_point,wh3_main_combi_region_karaz_a_karak,[]
wh_main_dwf_karak_izor,Clan Angrund,wh3_main_combi_region_zarakzil,wh3_main_combi_region_karak_bhufdar,347.3773498535156,370.26165771484375,land_raster_point,wh3_main_combi_region_karak_bhufdar,[]
wh_main_dwf_karak_kadrin,Karak Kadrin,wh3_main_combi_region_karak_kadrin,wh3_main_combi_region_karak_kadrin,515.7217407226562,491.3680725097656,land_raster_point,wh3_main_combi_region_karak_kadrin,[]
wh_main_emp_empire,Reikland,wh3_main_combi_region_altdorf,wh3_main_combi_region_altdorf,350.717529296875,490.9823913574219,land_raster_point,wh3_main_combi_region_altdorf,[]
wh_main_emp_wissenland,Wissenland & Nuln,wh3_main_combi_region_nuln,wh3_main_combi_region_nuln,366.75030517578125,464.7555236816406,land_raster_point,wh3_main_combi_region_nuln,[]
wh_main_grn_crooked_moon,Crooked Moon,wh3_main_combi_region_mount_gunbad,wh3_main_combi_region_mount_gunbad,535.0947265625,436.98590087890625,land_raster_point,wh3_main_combi_region_mount_gunbad,[]
wh_main_grn_greenskins,Grimgor's 'Ardboyz,wh3_main_combi_region_eagle_eyries,wh3_main_combi_region_eagle_eyries,650.6644897460938,523.7659912109375,land_raster_point,wh3_main_combi_region_eagle_eyries,[]
wh_main_grn_orcs_of_the_bloody_hand,The Bloody Handz,wh3_main_combi_region_cuexotl,wh3_main_combi_region_sun_tree_glades,423.53314208984375,137.30535888671875,land_raster_point,wh3_main_combi_region_sun_tree_glades,[]
wh_main_vmp_schwartzhafen,Sylvania,wh3_main_combi_region_castle_drakenhof,wh3_main_combi_region_castle_drakenhof,479.64794921875,479.7973937988281,land_raster_point,wh3_main_combi_region_castle_drakenhof,[]
wh_main_vmp_vampire_counts,The Drakenhof Conclave,wh3_main_combi_region_ka_sabar,wh3_main_combi_region_ka_sabar,414.1806945800781,188.9877166748047,land_raster_point,wh3_main_combi_region_ka_sabar,[]
